Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Screensavers,Chrome 121.0.0.0,,,2024-02-28 09:04:56,2024-02-28 09:08:20,"3m - 23,462s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 121.0.0.0,,,2024-02-28 09:04:56,2024-02-28 09:05:09,"12,997s",PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,2024-02-28 09:04:57,2024-02-28 09:04:59,"1,806s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 121.0.0.0,,,2024-02-28 09:04:59,2024-02-28 09:05:00,"1,097s",PASSED
waitForPageLoad(3),Chrome 121.0.0.0,,,2024-02-28 09:05:00,2024-02-28 09:05:00,"0,134s",PASSED
maximizeWindow(),Chrome 121.0.0.0,,,2024-02-28 09:05:00,2024-02-28 09:05:00,"0,149s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 121.0.0.0,,,2024-02-28 09:05:00,2024-02-28 09:05:01,"0,928s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 121.0.0.0,,,2024-02-28 09:05:01,2024-02-28 09:05:01,"0,303s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.1 (stage/11)"")",Chrome 121.0.0.0,,,2024-02-28 09:05:01,2024-02-28 09:05:02,"0,312s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 121.0.0.0,,,2024-02-28 09:05:02,2024-02-28 09:05:02,"0,643s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 121.0.0.0,,,2024-02-28 09:05:02,2024-02-28 09:05:03,"0,383s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 121.0.0.0,,,2024-02-28 09:05:03,2024-02-28 09:05:03,"0,361s",PASSED
delay(4),Chrome 121.0.0.0,,,2024-02-28 09:05:03,2024-02-28 09:05:07,"4,026s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 121.0.0.0,,,2024-02-28 09:05:07,2024-02-28 09:05:07,"0,286s",PASSED
,,,,,,,
Test Cases/Screensaver/Send Screensaver JPG (TC-36),Chrome 121.0.0.0,,,2024-02-28 09:05:09,2024-02-28 09:05:58,"49,109s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 121.0.0.0,,,2024-02-28 09:05:10,2024-02-28 09:05:10,"0,390s",PASSED
"click(findTestObject(""Dashboard Page/Screensavers""))",Chrome 121.0.0.0,,,2024-02-28 09:05:10,2024-02-28 09:05:11,"0,599s",PASSED
"verifyElementText(findTestObject(""Lockscreen/Create Lockscreen header""), ""Create Screensaver"")",Chrome 121.0.0.0,,,2024-02-28 09:05:11,2024-02-28 09:05:12,"1,056s",PASSED
"click(findTestObject(""Wallpapers/more""))",Chrome 121.0.0.0,,,2024-02-28 09:05:12,2024-02-28 09:05:12,"0,386s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Choose recipients""), [:], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-28 09:05:12,2024-02-28 09:05:20,"8,028s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""TC-36"")",Chrome 121.0.0.0,,,2024-02-28 09:05:20,2024-02-28 09:05:21,"0,929s",PASSED
"verifyElementPresent(findTestObject(""Wallpapers/Upload wallpaper area""), 2)",Chrome 121.0.0.0,,,2024-02-28 09:05:21,2024-02-28 09:05:21,"0,293s",PASSED
"uploadFileWithDragAndDrop(findTestObject(""Wallpapers/Upload wallpaper area""), ""C:\Users\Home\git\Katalon\Imagesfortest\river.jpg"")",Chrome 121.0.0.0,,,2024-02-28 09:05:21,2024-02-28 09:05:22,"0,374s",PASSED
delay(10),Chrome 121.0.0.0,,,2024-02-28 09:05:22,2024-02-28 09:05:32,"10,016s",PASSED
"getAttribute(findTestObject(""Wallpapers/uploaded wallpaper file""), ""src"")",Chrome 121.0.0.0,,,2024-02-28 09:05:32,2024-02-28 09:05:32,"0,318s",PASSED
"click(findTestObject(""Wallpapers/Send wallpaper button""))",Chrome 121.0.0.0,,,2024-02-28 09:05:32,2024-02-28 09:05:32,"0,365s",PASSED
waitForPageLoad(2),Chrome 121.0.0.0,,,2024-02-28 09:05:32,2024-02-28 09:05:32,"0,017s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""TC-36"")",Chrome 121.0.0.0,,,2024-02-28 09:05:32,2024-02-28 09:05:34,"2,059s",PASSED
"verifyElementText(findTestObject(""Pop-up Alerts page/Filtered sent alert""), ""TC-36"")",Chrome 121.0.0.0,,,2024-02-28 09:05:34,2024-02-28 09:05:35,"0,322s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Actions menu Wallpapers-Lockscreens-Screensaver""), [:], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-28 09:05:35,2024-02-28 09:05:44,"9,319s",PASSED
"sendKeys(findTestObject(""Create Pop-up Alert Page/Alert Title field""), Keys.chord(CONTROL, ""a"", BACK_SPACE))",Chrome 121.0.0.0,,,2024-02-28 09:05:44,2024-02-28 09:05:45,"0,711s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""Duplicate Screensaver"")",Chrome 121.0.0.0,,,2024-02-28 09:05:45,2024-02-28 09:05:46,"1,182s",PASSED
