Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Surveys,Chrome 122.0.0.0,,,05-03-2024 17:19:11,05-03-2024 17:27:47,"8m - 36,279s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 122.0.0.0,,,05-03-2024 17:19:11,05-03-2024 17:19:23,"12,218s",PASSED
"openBrowser("""")",Chrome 122.0.0.0,,,05-03-2024 17:19:11,05-03-2024 17:19:13,"1,576s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 122.0.0.0,,,05-03-2024 17:19:13,05-03-2024 17:19:14,"0,873s",PASSED
waitForPageLoad(3),Chrome 122.0.0.0,,,05-03-2024 17:19:14,05-03-2024 17:19:14,"0,113s",PASSED
maximizeWindow(),Chrome 122.0.0.0,,,05-03-2024 17:19:14,05-03-2024 17:19:14,"0,162s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 122.0.0.0,,,05-03-2024 17:19:14,05-03-2024 17:19:15,"0,826s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 122.0.0.0,,,05-03-2024 17:19:15,05-03-2024 17:19:15,"0,284s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.2 (stage/11)"")",Chrome 122.0.0.0,,,05-03-2024 17:19:15,05-03-2024 17:19:15,"0,280s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 122.0.0.0,,,05-03-2024 17:19:15,05-03-2024 17:19:16,"0,612s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 122.0.0.0,,,05-03-2024 17:19:16,05-03-2024 17:19:16,"0,348s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 122.0.0.0,,,05-03-2024 17:19:16,05-03-2024 17:19:17,"0,331s",PASSED
delay(4),Chrome 122.0.0.0,,,05-03-2024 17:19:17,05-03-2024 17:19:21,"4,022s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 122.0.0.0,,,05-03-2024 17:19:21,05-03-2024 17:19:21,"0,266s",PASSED
,,,,,,,
Test Cases/Surveys-Quizz-Poll/Send Survey with one question and single choice(TC-25),Chrome 122.0.0.0,,,05-03-2024 17:19:23,05-03-2024 17:20:15,"51,930s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 122.0.0.0,,,05-03-2024 17:19:23,05-03-2024 17:19:24,"0,360s",PASSED
"click(findTestObject(""Dashboard Page/Survey-Quizz-Poll""))",Chrome 122.0.0.0,,,05-03-2024 17:19:24,05-03-2024 17:19:24,"0,587s",PASSED
"check(findTestObject(""Survey/Classic survey radio button""))",Chrome 122.0.0.0,,,05-03-2024 17:19:24,05-03-2024 17:19:27,"2,627s",PASSED
"click(findTestObject(""Survey/More btn""))",Chrome 122.0.0.0,,,05-03-2024 17:19:27,05-03-2024 17:19:27,"0,616s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Choose recipients""), [:], STOP_ON_FAILURE)",Chrome 122.0.0.0,,,05-03-2024 17:19:27,05-03-2024 17:19:35,"7,745s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""TC-25"")",Chrome 122.0.0.0,,,05-03-2024 17:19:35,05-03-2024 17:19:36,"0,913s",PASSED
"setText(findTestObject(""Survey/Q1 input""), ""Are you satisfied with our services?"")",Chrome 122.0.0.0,,,05-03-2024 17:19:36,05-03-2024 17:19:37,"1,241s",PASSED
"setText(findTestObject(""Survey/Q1 Answer 1 input field""), ""Yes"")",Chrome 122.0.0.0,,,05-03-2024 17:19:37,05-03-2024 17:19:38,"0,705s",PASSED
"setText(findTestObject(""Survey/Q1 answer 2 input field""), ""No"")",Chrome 122.0.0.0,,,05-03-2024 17:19:38,05-03-2024 17:19:39,"0,685s",PASSED
"click(findTestObject(""Survey/Add question btn""))",Chrome 122.0.0.0,,,05-03-2024 17:19:39,05-03-2024 17:19:39,"0,339s",PASSED
"click(findTestObject(""Survey/Q2 delete btn""))",Chrome 122.0.0.0,,,05-03-2024 17:19:39,05-03-2024 17:19:40,"0,567s",PASSED
"verifyElementNotPresent(findTestObject(""Survey/Q2 delete btn""), 2)",Chrome 122.0.0.0,,,05-03-2024 17:19:40,05-03-2024 17:19:40,"0,434s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Alerts settings right-hand menu/Skin choice button""))",Chrome 122.0.0.0,,,05-03-2024 17:19:40,05-03-2024 17:19:40,"0,330s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Alerts settings right-hand menu/Skin with given index""))",Chrome 122.0.0.0,,,05-03-2024 17:19:40,05-03-2024 17:19:41,"0,552s",PASSED
"sendKeys(findTestObject(""Survey/alert width""), Keys.chord(CONTROL, ""a"", BACK_SPACE))",Chrome 122.0.0.0,,,05-03-2024 17:19:41,05-03-2024 17:19:42,"0,920s",PASSED
"setText(findTestObject(""Survey/alert width""), ""400"")",Chrome 122.0.0.0,,,05-03-2024 17:19:42,05-03-2024 17:19:43,"0,875s",PASSED
"sendKeys(findTestObject(""Survey/alert height""), Keys.chord(CONTROL, ""a"", BACK_SPACE))",Chrome 122.0.0.0,,,05-03-2024 17:19:43,05-03-2024 17:19:43,"0,362s",PASSED
"setText(findTestObject(""Survey/alert height""), ""500"")",Chrome 122.0.0.0,,,05-03-2024 17:19:43,05-03-2024 17:19:44,"0,896s",PASSED
"click(findTestObject(""Survey/Preview Survey btn""))",Chrome 122.0.0.0,,,05-03-2024 17:19:44,05-03-2024 17:19:44,"0,542s",PASSED
"switchToFrame(findTestObject(""Create Pop-up Alert Page/Preview alert iframe""), 2)",Chrome 122.0.0.0,,,05-03-2024 17:19:44,05-03-2024 17:19:46,"1,101s",PASSED
takeFullPageScreenshot(),Chrome 122.0.0.0,,,05-03-2024 17:19:46,05-03-2024 17:19:46,"0,568s",PASSED
switchToDefaultContent(),Chrome 122.0.0.0,,,05-03-2024 17:19:46,05-03-2024 17:19:46,"0,018s",PASSED
"click(findTestObject(""Survey/Send btn Survey""))",Chrome 122.0.0.0,,,05-03-2024 17:19:46,05-03-2024 17:19:47,"0,359s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""TC-25"")",Chrome 122.0.0.0,,,05-03-2024 17:19:47,05-03-2024 17:19:49,"2,043s",PASSED
"verifyElementText(findTestObject(""Pop-up Alerts page/Filtered sent alert""), ""TC-25"")",Chrome 122.0.0.0,,,05-03-2024 17:19:49,05-03-2024 17:19:49,"0,299s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Actions menu check""), [:], STOP_ON_FAILURE)",Chrome 122.0.0.0,,,05-03-2024 17:19:49,05-03-2024 17:20:00,"11,108s",PASSED
"sendKeys(findTestObject(""Create Pop-up Alert Page/Alert Title field""), Keys.chord(CONTROL, ""a"", BACK_SPACE))",Chrome 122.0.0.0,,,05-03-2024 17:20:00,05-03-2024 17:20:02,"2,186s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""Duplicate survey"")",Chrome 122.0.0.0,,,05-03-2024 17:20:02,05-03-2024 17:20:03,"0,872s",PASSED
"click(findTestObject(""Survey/Send btn Survey""))",Chrome 122.0.0.0,,,05-03-2024 17:20:03,05-03-2024 17:20:03,"0,350s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""TC-25"")",Chrome 122.0.0.0,,,05-03-2024 17:20:03,05-03-2024 17:20:05,"1,651s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Select all and Delete""), [:], STOP_ON_FAILURE)",Chrome 122.0.0.0,,,05-03-2024 17:20:05,05-03-2024 17:20:08,"3,045s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""Duplicate survey"")",Chrome 122.0.0.0,,,05-03-2024 17:20:08,05-03-2024 17:20:09,"1,211s",PASSED
"waitForElementClickable(findTestObject(""Create Pop-up Alert Page/sent alerts checkbox""), 2)",Chrome 122.0.0.0,,,05-03-2024 17:20:09,05-03-2024 17:20:11,"1,691s",PASSED
"check(findTestObject(""Create Pop-up Alert Page/sent alerts checkbox""))",Chrome 122.0.0.0,,,05-03-2024 17:20:11,05-03-2024 17:20:11,"0,342s",PASSED
"verifyElementChecked(findTestObject(""Create Pop-up Alert Page/sent alerts checkbox""), 2)",Chrome 122.0.0.0,,,05-03-2024 17:20:11,05-03-2024 17:20:12,"0,504s",PASSED
"click(findTestObject(""Pop-up Alerts page/delete all""))",Chrome 122.0.0.0,,,05-03-2024 17:20:12,05-03-2024 17:20:12,"0,555s",PASSED
"click(findTestObject(""Pop-up Alerts page/Confirm deletion btn""))",Chrome 122.0.0.0,,,05-03-2024 17:20:12,05-03-2024 17:20:13,"0,557s",PASSED
,,,,,,,
Test Cases/Surveys-Quizz-Poll/Send Survey with 2 questions(single and mutiple choice)(TC-26),Chrome 122.0.0.0,,,05-03-2024 17:20:15,05-03-2024 17:21:08,"52,962s",PASSED
"click(findTestObject(""Survey/New Survey btn""))",Chrome 122.0.0.0,,,05-03-2024 17:20:15,05-03-2024 17:20:16,"0,572s",PASSED
"check(findTestObject(""Survey/Classic survey radio button""))",Chrome 122.0.0.0,,,05-03-2024 17:20:16,05-03-2024 17:20:17,"1,541s",PASSED
"click(findTestObject(""Survey/More btn""))",Chrome 122.0.0.0,,,05-03-2024 17:20:17,05-03-2024 17:20:18,"0,621s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Choose recipients""), [:], STOP_ON_FAILURE)",Chrome 122.0.0.0,,,05-03-2024 17:20:18,05-03-2024 17:20:26,"7,992s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""TC-26"")",Chrome 122.0.0.0,,,05-03-2024 17:20:26,05-03-2024 17:20:27,"0,958s",PASSED
"setText(findTestObject(""Survey/Q1 input""), ""Are you satisfied with our services?"")",Chrome 122.0.0.0,,,05-03-2024 17:20:27,05-03-2024 17:20:28,"1,411s",PASSED
"setText(findTestObject(""Survey/Q1 Answer 1 input field""), ""Yes"")",Chrome 122.0.0.0,,,05-03-2024 17:20:28,05-03-2024 17:20:29,"0,716s",PASSED
"setText(findTestObject(""Survey/Q1 answer 2 input field""), ""No"")",Chrome 122.0.0.0,,,05-03-2024 17:20:29,05-03-2024 17:20:30,"0,684s",PASSED
"click(findTestObject(""Survey/Add question btn""))",Chrome 122.0.0.0,,,05-03-2024 17:20:30,05-03-2024 17:20:30,"0,379s",PASSED
"setText(findTestObject(""Survey/Q2 input""), ""Where do you think we can improve our services?"")",Chrome 122.0.0.0,,,05-03-2024 17:20:30,05-03-2024 17:20:32,"2,073s",PASSED
"click(findTestObject(""Survey/choice options""))",Chrome 122.0.0.0,,,05-03-2024 17:20:32,05-03-2024 17:20:32,"0,317s",PASSED
"click(findTestObject(""Survey/Multiple choice""))",Chrome 122.0.0.0,,,05-03-2024 17:20:32,05-03-2024 17:20:33,"0,588s",PASSED
"setText(findTestObject(""Survey/Q2 answer 1 input field""), ""Product Quality"")",Chrome 122.0.0.0,,,05-03-2024 17:20:33,05-03-2024 17:20:34,"1,474s",PASSED
"setText(findTestObject(""Survey/Q2 answer 2 input field""), ""HotFix Delivery"")",Chrome 122.0.0.0,,,05-03-2024 17:20:34,05-03-2024 17:20:35,"0,939s",PASSED
"click(findTestObject(""Survey/Add option""))",Chrome 122.0.0.0,,,05-03-2024 17:20:35,05-03-2024 17:20:36,"0,352s",PASSED
"setText(findTestObject(""Survey/Q2 answer 3 input field""), ""Response Time"")",Chrome 122.0.0.0,,,05-03-2024 17:20:36,05-03-2024 17:20:37,"1,200s",PASSED
"scrollToElement(findTestObject(""Survey/Send btn Survey""), 2)",Chrome 122.0.0.0,,,05-03-2024 17:20:37,05-03-2024 17:20:37,"0,294s",PASSED
"click(findTestObject(""Survey/Send btn Survey""))",Chrome 122.0.0.0,,,05-03-2024 17:20:37,05-03-2024 17:20:37,"0,347s",PASSED
