Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Screensavers,Chrome 122.0.0.0,,,22-03-2024 16:46:05,22-03-2024 16:50:30,"4m - 25,279s",FAILED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 122.0.0.0,,,22-03-2024 16:46:05,22-03-2024 16:46:18,"13,200s",PASSED
"openBrowser("""")",Chrome 122.0.0.0,,,22-03-2024 16:46:05,22-03-2024 16:46:08,"2,431s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 122.0.0.0,,,22-03-2024 16:46:08,22-03-2024 16:46:09,"0,857s",PASSED
waitForPageLoad(3),Chrome 122.0.0.0,,,22-03-2024 16:46:09,22-03-2024 16:46:09,"0,215s",PASSED
maximizeWindow(),Chrome 122.0.0.0,,,22-03-2024 16:46:09,22-03-2024 16:46:09,"0,340s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 122.0.0.0,,,22-03-2024 16:46:09,22-03-2024 16:46:10,"0,538s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 122.0.0.0,,,22-03-2024 16:46:10,22-03-2024 16:46:10,"0,327s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.2 (stage/11)"")",Chrome 122.0.0.0,,,22-03-2024 16:46:10,22-03-2024 16:46:10,"0,008s",NOT_RUN
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 122.0.0.0,,,22-03-2024 16:46:10,22-03-2024 16:46:11,"0,715s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 122.0.0.0,,,22-03-2024 16:46:11,22-03-2024 16:46:11,"0,393s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 122.0.0.0,,,22-03-2024 16:46:11,22-03-2024 16:46:12,"0,349s",PASSED
delay(4),Chrome 122.0.0.0,,,22-03-2024 16:46:12,22-03-2024 16:46:16,"4,034s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 122.0.0.0,,,22-03-2024 16:46:16,22-03-2024 16:46:16,"0,304s",PASSED
,,,,,,,
Test Cases/Screensaver/Send Screensaver JPG (TC-36),Chrome 122.0.0.0,,,22-03-2024 16:46:18,22-03-2024 16:47:08,"49,947s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 122.0.0.0,,,22-03-2024 16:46:18,22-03-2024 16:46:19,"0,411s",PASSED
