Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Scrolling ticker,Chrome 121.0.0.0,,,2024-02-26 09:02:54,2024-02-26 09:05:35,"2m - 40,693s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 121.0.0.0,,,2024-02-26 09:02:54,2024-02-26 09:03:06,"12,012s",PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,2024-02-26 09:02:55,2024-02-26 09:02:56,"1,550s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 121.0.0.0,,,2024-02-26 09:02:56,2024-02-26 09:02:57,"0,878s",PASSED
waitForPageLoad(3),Chrome 121.0.0.0,,,2024-02-26 09:02:57,2024-02-26 09:02:57,"0,097s",PASSED
maximizeWindow(),Chrome 121.0.0.0,,,2024-02-26 09:02:57,2024-02-26 09:02:57,"0,141s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 121.0.0.0,,,2024-02-26 09:02:57,2024-02-26 09:02:58,"0,807s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 121.0.0.0,,,2024-02-26 09:02:58,2024-02-26 09:02:58,"0,273s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.1 (stage/11)"")",Chrome 121.0.0.0,,,2024-02-26 09:02:58,2024-02-26 09:02:59,"0,295s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 121.0.0.0,,,2024-02-26 09:02:59,2024-02-26 09:02:59,"0,605s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 121.0.0.0,,,2024-02-26 09:02:59,2024-02-26 09:03:00,"0,347s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 121.0.0.0,,,2024-02-26 09:03:00,2024-02-26 09:03:00,"0,328s",PASSED
delay(4),Chrome 121.0.0.0,,,2024-02-26 09:03:00,2024-02-26 09:03:04,"4,020s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 121.0.0.0,,,2024-02-26 09:03:04,2024-02-26 09:03:04,"0,279s",PASSED
,,,,,,,
Test Cases/Ticker/Send Ticker (TC-7),Chrome 121.0.0.0,using Compose Alert Drop-down menu,,2024-02-26 09:03:06,2024-02-26 09:03:50,"43,328s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 121.0.0.0,,,2024-02-26 09:03:06,2024-02-26 09:03:07,"0,343s",PASSED
"click(findTestObject(""Dashboard Page/Scrolling tickers""))",Chrome 121.0.0.0,,,2024-02-26 09:03:07,2024-02-26 09:03:07,"0,567s",PASSED
"verifyElementText(findTestObject(""Create Scrolling ticker/Create Scrolling ticker header""), ""Create Scrolling Ticker"")",Chrome 121.0.0.0,,,2024-02-26 09:03:07,2024-02-26 09:03:09,"1,686s",PASSED
waitForPageLoad(1),Chrome 121.0.0.0,,,2024-02-26 09:03:09,2024-02-26 09:03:09,"0,013s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/More button""))",Chrome 121.0.0.0,,,2024-02-26 09:03:09,2024-02-26 09:03:09,"0,398s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Choose recipients""), [:], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-26 09:03:09,2024-02-26 09:03:17,"7,825s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""TC-7"")",Chrome 121.0.0.0,,,2024-02-26 09:03:17,2024-02-26 09:03:18,"0,875s",PASSED
