Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Video Alerts,Chrome 122.0.0.0,,,29-03-2024 11:41:29,29-03-2024 11:45:41,"4m - 12,297s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 122.0.0.0,,,29-03-2024 11:41:29,29-03-2024 11:41:41,"11,998s",PASSED
"openBrowser("""")",Chrome 122.0.0.0,,,29-03-2024 11:41:29,29-03-2024 11:41:31,"1,637s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo"")",Chrome 122.0.0.0,,,29-03-2024 11:41:31,29-03-2024 11:41:32,"1,017s",PASSED
waitForPageLoad(3),Chrome 122.0.0.0,,,29-03-2024 11:41:32,29-03-2024 11:41:32,"0,100s",PASSED
maximizeWindow(),Chrome 122.0.0.0,,,29-03-2024 11:41:32,29-03-2024 11:41:32,"0,149s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 122.0.0.0,,,29-03-2024 11:41:32,29-03-2024 11:41:33,"0,757s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 122.0.0.0,,,29-03-2024 11:41:33,29-03-2024 11:41:33,"0,291s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.2 (stage/11)"")",Chrome 122.0.0.0,,,29-03-2024 11:41:33,29-03-2024 11:41:33,"0,008s",NOT_RUN
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 122.0.0.0,,,29-03-2024 11:41:33,29-03-2024 11:41:34,"0,640s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 122.0.0.0,,,29-03-2024 11:41:34,29-03-2024 11:41:34,"0,342s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 122.0.0.0,,,29-03-2024 11:41:34,29-03-2024 11:41:34,"0,328s",PASSED
delay(4),Chrome 122.0.0.0,,,29-03-2024 11:41:34,29-03-2024 11:41:38,"4,025s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 122.0.0.0,,,29-03-2024 11:41:38,29-03-2024 11:41:39,"0,298s",PASSED
,,,,,,,
Test Cases/Video Alerts/Send Video Alert with MP4 (TC-43),Chrome 122.0.0.0,,,29-03-2024 11:41:41,29-03-2024 11:42:36,"55,653s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 122.0.0.0,,,29-03-2024 11:41:41,29-03-2024 11:41:41,"0,341s",PASSED
"click(findTestObject(""Dashboard Page/Video Alerts""))",Chrome 122.0.0.0,,,29-03-2024 11:41:41,29-03-2024 11:41:42,"0,499s",PASSED
"verifyElementText(findTestObject(""Wallpapers/Create Wallpaper Header""), ""Create Video Alert"")",Chrome 122.0.0.0,,,29-03-2024 11:41:42,29-03-2024 11:41:45,"2,990s",PASSED
"click(findTestObject(""Video Alert/Videoalert more btn""))",Chrome 122.0.0.0,,,29-03-2024 11:41:45,29-03-2024 11:41:45,"0,395s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Choose recipients""), [:], STOP_ON_FAILURE)",Chrome 122.0.0.0,,,29-03-2024 11:41:45,29-03-2024 11:41:53,"7,771s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""TC-43"")",Chrome 122.0.0.0,,,29-03-2024 11:41:53,29-03-2024 11:41:54,"0,919s",PASSED
"verifyElementPresent(findTestObject(""Video Alert/Videoalert upload area""), 2)",Chrome 122.0.0.0,,,29-03-2024 11:41:54,29-03-2024 11:41:54,"0,291s",PASSED
"uploadFileWithDragAndDrop(findTestObject(""Video Alert/Videoalert upload area""), ""C:\Users\Home\git\Katalon\video\rabbit.mp4"")",Chrome 122.0.0.0,,,29-03-2024 11:41:54,29-03-2024 11:41:55,"0,330s",PASSED
delay(5),Chrome 122.0.0.0,,,29-03-2024 11:41:55,29-03-2024 11:42:00,"5,005s",PASSED
"getAttribute(findTestObject(""Video alerts/uploaded video file""), ""src"")",Chrome 122.0.0.0,,,29-03-2024 11:42:00,29-03-2024 11:42:00,"0,305s",PASSED
"click(findTestObject(""Video alerts/Video alert description""))",Chrome 122.0.0.0,,,29-03-2024 11:42:00,29-03-2024 11:42:00,"0,325s",PASSED
"setText(findTestObject(""Video alerts/Video alert description""), ""Hello! This is automated MP4 video alert from Katalon"")",Chrome 122.0.0.0,,,29-03-2024 11:42:00,29-03-2024 11:42:02,"1,425s",PASSED
"click(findTestObject(""Wallpapers/Send wallpaper button""))",Chrome 122.0.0.0,,,29-03-2024 11:42:02,29-03-2024 11:42:02,"0,592s",PASSED
waitForPageLoad(2),Chrome 122.0.0.0,,,29-03-2024 11:42:02,29-03-2024 11:42:02,"0,021s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""TC-43"")",Chrome 122.0.0.0,,,29-03-2024 11:42:02,29-03-2024 11:42:04,"1,817s",PASSED
"verifyElementText(findTestObject(""Pop-up Alerts page/Filtered sent alert""), ""TC-43"")",Chrome 122.0.0.0,,,29-03-2024 11:42:04,29-03-2024 11:42:04,"0,310s",PASSED
"click(findTestObject(""Survey/3dots Actions""))",Chrome 122.0.0.0,,,29-03-2024 11:42:04,29-03-2024 11:42:04,"0,003s",NOT_RUN
"mouseOver(findTestObject(""Pop-up Alerts page/Stop-Start alert""))",Chrome 122.0.0.0,,,29-03-2024 11:42:04,29-03-2024 11:42:04,"0,003s",NOT_RUN
"click(findTestObject(""Pop-up Alerts page/Stop-Start alert""))",Chrome 122.0.0.0,,,29-03-2024 11:42:04,29-03-2024 11:42:04,"0,002s",NOT_RUN
"verifyElementPresent(findTestObject(""Pop-up Alerts page/Stopped status""), 2)",Chrome 122.0.0.0,,,29-03-2024 11:42:04,29-03-2024 11:42:04,"0,003s",NOT_RUN
"click(findTestObject(""Survey/3dots Actions""))",Chrome 122.0.0.0,,,29-03-2024 11:42:04,29-03-2024 11:42:05,"0,902s",PASSED
"click(findTestObject(""Pop-up Alerts page/View graph""))",Chrome 122.0.0.0,,,29-03-2024 11:42:05,29-03-2024 11:42:06,"0,577s",PASSED
"takeElementScreenshot(findTestObject(""Pop-up Alerts page/View graph image""))",Chrome 122.0.0.0,,,29-03-2024 11:42:06,29-03-2024 11:42:07,"1,503s",PASSED
"click(findTestObject(""Pop-up Alerts page/view graph close btn""))",Chrome 122.0.0.0,,,29-03-2024 11:42:07,29-03-2024 11:42:08,"0,344s",PASSED
"click(findTestObject(""Survey/3dots Actions""))",Chrome 122.0.0.0,,,29-03-2024 11:42:08,29-03-2024 11:42:08,"0,564s",PASSED
"click(findTestObject(""Pop-up Alerts page/Preview in actions menu""))",Chrome 122.0.0.0,,,29-03-2024 11:42:08,29-03-2024 11:42:09,"0,586s",PASSED
"switchToFrame(findTestObject(""Create Pop-up Alert Page/Preview alert iframe""), 2)",Chrome 122.0.0.0,,,29-03-2024 11:42:09,29-03-2024 11:42:10,"1,103s",PASSED
takeFullPageScreenshot([]),Chrome 122.0.0.0,,,29-03-2024 11:42:10,29-03-2024 11:42:11,"0,929s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/close alert preview""))",Chrome 122.0.0.0,,,29-03-2024 11:42:11,29-03-2024 11:42:11,"0,200s",PASSED
switchToDefaultContent(),Chrome 122.0.0.0,,,29-03-2024 11:42:11,29-03-2024 11:42:11,"0,022s",PASSED
"click(findTestObject(""Survey/3dots Actions""))",Chrome 122.0.0.0,,,29-03-2024 11:42:11,29-03-2024 11:42:12,"0,443s",PASSED
"click(findTestObject(""Pop-up Alerts page/Duplicate alert""))",Chrome 122.0.0.0,,,29-03-2024 11:42:12,29-03-2024 11:42:12,"0,701s",PASSED
"sendKeys(findTestObject(""Create Pop-up Alert Page/Alert Title field""), Keys.chord(CONTROL, ""a"", BACK_SPACE))",Chrome 122.0.0.0,,,29-03-2024 11:42:12,29-03-2024 11:42:15,"2,737s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""Duplicate video alert"")",Chrome 122.0.0.0,,,29-03-2024 11:42:15,29-03-2024 11:42:16,"1,192s",PASSED
"click(findTestObject(""Wallpapers/Send wallpaper button""))",Chrome 122.0.0.0,,,29-03-2024 11:42:16,29-03-2024 11:42:17,"0,371s",PASSED
waitForPageLoad(2),Chrome 122.0.0.0,,,29-03-2024 11:42:17,29-03-2024 11:42:17,"0,017s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""TC-43"")",Chrome 122.0.0.0,,,29-03-2024 11:42:17,29-03-2024 11:42:19,"2,012s",PASSED
waitForPageLoad(2),Chrome 122.0.0.0,,,29-03-2024 11:42:19,29-03-2024 11:42:19,"0,017s",PASSED
"waitForElementClickable(findTestObject(""Survey/3dots Actions""), 2)",Chrome 122.0.0.0,,,29-03-2024 11:42:19,29-03-2024 11:42:19,"0,337s",PASSED
"click(findTestObject(""Survey/3dots Actions""))",Chrome 122.0.0.0,,,29-03-2024 11:42:19,29-03-2024 11:42:20,"1,140s",PASSED
"waitForElementClickable(findTestObject(""Pop-up Alerts page/resend alert from actions menu""), 2)",Chrome 122.0.0.0,,,29-03-2024 11:42:20,29-03-2024 11:42:21,"0,522s",PASSED
"click(findTestObject(""Pop-up Alerts page/resend alert from actions menu""))",Chrome 122.0.0.0,,,29-03-2024 11:42:21,29-03-2024 11:42:21,"0,575s",PASSED
"click(findTestObject(""Pop-up Alerts page/Resend btn""))",Chrome 122.0.0.0,,,29-03-2024 11:42:21,29-03-2024 11:42:22,"0,552s",PASSED
