Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Scrolling ticker,Chrome 122.0.0.0,,,29-03-2024 11:17:14,29-03-2024 11:19:58,"2m - 44,114s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 122.0.0.0,,,29-03-2024 11:17:14,29-03-2024 11:17:25,"11,554s",PASSED
"openBrowser("""")",Chrome 122.0.0.0,,,29-03-2024 11:17:14,29-03-2024 11:17:15,"1,434s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo"")",Chrome 122.0.0.0,,,29-03-2024 11:17:15,29-03-2024 11:17:16,"0,848s",PASSED
waitForPageLoad(3),Chrome 122.0.0.0,,,29-03-2024 11:17:16,29-03-2024 11:17:16,"0,091s",PASSED
maximizeWindow(),Chrome 122.0.0.0,,,29-03-2024 11:17:16,29-03-2024 11:17:17,"0,177s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 122.0.0.0,,,29-03-2024 11:17:17,29-03-2024 11:17:17,"0,699s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 122.0.0.0,,,29-03-2024 11:17:17,29-03-2024 11:17:18,"0,276s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.2 (stage/11)"")",Chrome 122.0.0.0,,,29-03-2024 11:17:18,29-03-2024 11:17:18,"0,004s",NOT_RUN
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 122.0.0.0,,,29-03-2024 11:17:18,29-03-2024 11:17:18,"0,622s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 122.0.0.0,,,29-03-2024 11:17:18,29-03-2024 11:17:19,"0,334s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 122.0.0.0,,,29-03-2024 11:17:19,29-03-2024 11:17:19,"0,312s",PASSED
delay(4),Chrome 122.0.0.0,,,29-03-2024 11:17:19,29-03-2024 11:17:23,"4,029s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 122.0.0.0,,,29-03-2024 11:17:23,29-03-2024 11:17:23,"0,261s",PASSED
,,,,,,,
Test Cases/Ticker/Send Ticker (TC-7),Chrome 122.0.0.0,using Compose Alert Drop-down menu,,29-03-2024 11:17:25,29-03-2024 11:18:11,"45,931s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 122.0.0.0,,,29-03-2024 11:17:25,29-03-2024 11:17:26,"0,332s",PASSED
"click(findTestObject(""Dashboard Page/Scrolling tickers""))",Chrome 122.0.0.0,,,29-03-2024 11:17:26,29-03-2024 11:17:26,"0,568s",PASSED
"verifyElementText(findTestObject(""Create Scrolling ticker/Create Scrolling ticker header""), ""Create Scrolling Ticker"")",Chrome 122.0.0.0,,,29-03-2024 11:17:26,29-03-2024 11:17:28,"1,427s",PASSED
waitForPageLoad(1),Chrome 122.0.0.0,,,29-03-2024 11:17:28,29-03-2024 11:17:28,"0,011s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/More button""))",Chrome 122.0.0.0,,,29-03-2024 11:17:28,29-03-2024 11:17:28,"0,358s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Choose recipients""), [:], STOP_ON_FAILURE)",Chrome 122.0.0.0,,,29-03-2024 11:17:28,29-03-2024 11:17:36,"7,559s",PASSED
