Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Wallpapers,Chrome 122.0.0.0,,,04-03-2024 17:46:59,04-03-2024 17:49:41,"2m - 41,706s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 122.0.0.0,,,04-03-2024 17:46:59,04-03-2024 17:47:11,"11,724s",PASSED
"openBrowser("""")",Chrome 122.0.0.0,,,04-03-2024 17:47:00,04-03-2024 17:47:01,"1,395s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 122.0.0.0,,,04-03-2024 17:47:01,04-03-2024 17:47:02,"0,802s",PASSED
waitForPageLoad(3),Chrome 122.0.0.0,,,04-03-2024 17:47:02,04-03-2024 17:47:02,"0,096s",PASSED
maximizeWindow(),Chrome 122.0.0.0,,,04-03-2024 17:47:02,04-03-2024 17:47:02,"0,146s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 122.0.0.0,,,04-03-2024 17:47:02,04-03-2024 17:47:03,"0,747s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 122.0.0.0,,,04-03-2024 17:47:03,04-03-2024 17:47:03,"0,289s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.1 (stage/11)"")",Chrome 122.0.0.0,,,04-03-2024 17:47:03,04-03-2024 17:47:04,"0,278s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 122.0.0.0,,,04-03-2024 17:47:04,04-03-2024 17:47:04,"0,624s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 122.0.0.0,,,04-03-2024 17:47:04,04-03-2024 17:47:04,"0,336s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 122.0.0.0,,,04-03-2024 17:47:04,04-03-2024 17:47:05,"0,306s",PASSED
delay(4),Chrome 122.0.0.0,,,04-03-2024 17:47:05,04-03-2024 17:47:09,"4,033s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 122.0.0.0,,,04-03-2024 17:47:09,04-03-2024 17:47:09,"0,279s",PASSED
,,,,,,,
Test Cases/Wallpapers/Send Wallpaper JPG (TC-15),Chrome 122.0.0.0,send wallpaper using compose alert drop-down menu,,04-03-2024 17:47:11,04-03-2024 17:47:57,"45,973s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 122.0.0.0,,,04-03-2024 17:47:11,04-03-2024 17:47:12,"0,318s",PASSED
"click(findTestObject(""Dashboard Page/Wallpapers""))",Chrome 122.0.0.0,,,04-03-2024 17:47:12,04-03-2024 17:47:12,"0,575s",PASSED
"verifyElementText(findTestObject(""Wallpapers/Create Wallpaper Header""), ""Create Wallpaper"")",Chrome 122.0.0.0,,,04-03-2024 17:47:12,04-03-2024 17:47:13,"0,573s",PASSED
"click(findTestObject(""Wallpapers/more""))",Chrome 122.0.0.0,,,04-03-2024 17:47:13,04-03-2024 17:47:13,"0,546s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Choose recipients""), [:], STOP_ON_FAILURE)",Chrome 122.0.0.0,,,04-03-2024 17:47:13,04-03-2024 17:47:21,"7,686s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""TC-15"")",Chrome 122.0.0.0,,,04-03-2024 17:47:21,04-03-2024 17:47:22,"0,823s",PASSED
"verifyElementPresent(findTestObject(""Wallpapers/Upload wallpaper area""), 2)",Chrome 122.0.0.0,,,04-03-2024 17:47:22,04-03-2024 17:47:22,"0,290s",PASSED
"uploadFileWithDragAndDrop(findTestObject(""Wallpapers/Upload wallpaper area""), ""C:\Users\Home\git\Katalon\Imagesfortest\river.jpg"")",Chrome 122.0.0.0,,,04-03-2024 17:47:22,04-03-2024 17:47:22,"0,314s",PASSED
delay(10),Chrome 122.0.0.0,,,04-03-2024 17:47:22,04-03-2024 17:47:32,"10,004s",PASSED
"getAttribute(findTestObject(""Wallpapers/uploaded wallpaper file""), ""src"")",Chrome 122.0.0.0,,,04-03-2024 17:47:32,04-03-2024 17:47:33,"0,286s",PASSED
"click(findTestObject(""Wallpapers/Send wallpaper button""))",Chrome 122.0.0.0,,,04-03-2024 17:47:33,04-03-2024 17:47:33,"0,316s",PASSED
waitForPageLoad(2),Chrome 122.0.0.0,,,04-03-2024 17:47:33,04-03-2024 17:47:33,"0,016s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""TC-15"")",Chrome 122.0.0.0,,,04-03-2024 17:47:33,04-03-2024 17:47:35,"1,637s",PASSED
"verifyElementText(findTestObject(""Pop-up Alerts page/Filtered sent alert""), ""TC-15"")",Chrome 122.0.0.0,,,04-03-2024 17:47:35,04-03-2024 17:47:35,"0,293s",PASSED
