Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Lockscreens,Chrome 122.0.0.0,,,22-03-2024 16:42:00,22-03-2024 16:44:48,"2m - 47,882s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 122.0.0.0,,,22-03-2024 16:42:00,22-03-2024 16:42:14,"13,713s",PASSED
"openBrowser("""")",Chrome 122.0.0.0,,,22-03-2024 16:42:01,22-03-2024 16:42:03,"2,730s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 122.0.0.0,,,22-03-2024 16:42:03,22-03-2024 16:42:04,"0,919s",PASSED
waitForPageLoad(3),Chrome 122.0.0.0,,,22-03-2024 16:42:04,22-03-2024 16:42:04,"0,179s",PASSED
maximizeWindow(),Chrome 122.0.0.0,,,22-03-2024 16:42:04,22-03-2024 16:42:05,"0,271s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 122.0.0.0,,,22-03-2024 16:42:05,22-03-2024 16:42:05,"0,787s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 122.0.0.0,,,22-03-2024 16:42:05,22-03-2024 16:42:06,"0,328s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.2 (stage/11)"")",Chrome 122.0.0.0,,,22-03-2024 16:42:06,22-03-2024 16:42:06,"0,012s",NOT_RUN
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 122.0.0.0,,,22-03-2024 16:42:06,22-03-2024 16:42:06,"0,747s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 122.0.0.0,,,22-03-2024 16:42:06,22-03-2024 16:42:07,"0,409s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 122.0.0.0,,,22-03-2024 16:42:07,22-03-2024 16:42:07,"0,380s",PASSED
delay(4),Chrome 122.0.0.0,,,22-03-2024 16:42:07,22-03-2024 16:42:11,"4,026s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 122.0.0.0,,,22-03-2024 16:42:11,22-03-2024 16:42:12,"0,300s",PASSED
,,,,,,,
Test Cases/Lockscreens/Send Lockscreen JPG (TC-20),Chrome 122.0.0.0,,,22-03-2024 16:42:14,22-03-2024 16:43:04,"50,329s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 122.0.0.0,,,22-03-2024 16:42:14,22-03-2024 16:42:14,"0,405s",PASSED
"click(findTestObject(""Dashboard Page/Lockscreens""))",Chrome 122.0.0.0,,,22-03-2024 16:42:14,22-03-2024 16:42:15,"0,627s",PASSED
"verifyElementText(findTestObject(""Lockscreen/Create Lockscreen header""), ""Create Lockscreen"")",Chrome 122.0.0.0,,,22-03-2024 16:42:15,22-03-2024 16:42:16,"1,034s",PASSED
"click(findTestObject(""Wallpapers/more""))",Chrome 122.0.0.0,,,22-03-2024 16:42:16,22-03-2024 16:42:16,"0,432s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Choose recipients""), [:], STOP_ON_FAILURE)",Chrome 122.0.0.0,,,22-03-2024 16:42:16,22-03-2024 16:42:24,"8,084s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""TC-20"")",Chrome 122.0.0.0,,,22-03-2024 16:42:24,22-03-2024 16:42:25,"0,863s",PASSED
