Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Video Alerts,Chrome 122.0.0.0,,,05-03-2024 17:45:25,05-03-2024 17:50:11,"4m - 46,346s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 122.0.0.0,,,05-03-2024 17:45:25,05-03-2024 17:45:37,"12,380s",PASSED
"openBrowser("""")",Chrome 122.0.0.0,,,05-03-2024 17:45:25,05-03-2024 17:45:27,"1,581s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 122.0.0.0,,,05-03-2024 17:45:27,05-03-2024 17:45:28,"0,943s",PASSED
waitForPageLoad(3),Chrome 122.0.0.0,,,05-03-2024 17:45:28,05-03-2024 17:45:28,"0,112s",PASSED
maximizeWindow(),Chrome 122.0.0.0,,,05-03-2024 17:45:28,05-03-2024 17:45:28,"0,149s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 122.0.0.0,,,05-03-2024 17:45:28,05-03-2024 17:45:29,"0,840s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 122.0.0.0,,,05-03-2024 17:45:29,05-03-2024 17:45:29,"0,287s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.2 (stage/11)"")",Chrome 122.0.0.0,,,05-03-2024 17:45:29,05-03-2024 17:45:30,"0,308s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 122.0.0.0,,,05-03-2024 17:45:30,05-03-2024 17:45:30,"0,632s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 122.0.0.0,,,05-03-2024 17:45:30,05-03-2024 17:45:31,"0,344s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 122.0.0.0,,,05-03-2024 17:45:31,05-03-2024 17:45:31,"0,352s",PASSED
delay(4),Chrome 122.0.0.0,,,05-03-2024 17:45:31,05-03-2024 17:45:35,"4,023s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 122.0.0.0,,,05-03-2024 17:45:35,05-03-2024 17:45:35,"0,305s",PASSED
,,,,,,,
Test Cases/Video Alerts/Send Video Alert with MP4 (TC-43),Chrome 122.0.0.0,,,05-03-2024 17:45:37,05-03-2024 17:46:37,"59,324s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 122.0.0.0,,,05-03-2024 17:45:38,05-03-2024 17:45:38,"0,560s",PASSED
"click(findTestObject(""Dashboard Page/Video Alerts""))",Chrome 122.0.0.0,,,05-03-2024 17:45:38,05-03-2024 17:45:39,"0,657s",PASSED
"verifyElementText(findTestObject(""Wallpapers/Create Wallpaper Header""), ""Create Video Alert"")",Chrome 122.0.0.0,,,05-03-2024 17:45:39,05-03-2024 17:45:42,"3,172s",PASSED
"click(findTestObject(""Video Alert/Videoalert more btn""))",Chrome 122.0.0.0,,,05-03-2024 17:45:42,05-03-2024 17:45:43,"0,423s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Choose recipients""), [:], STOP_ON_FAILURE)",Chrome 122.0.0.0,,,05-03-2024 17:45:43,05-03-2024 17:45:51,"8,630s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""TC-43"")",Chrome 122.0.0.0,,,05-03-2024 17:45:51,05-03-2024 17:45:52,"0,894s",PASSED
"verifyElementPresent(findTestObject(""Video Alert/Videoalert upload area""), 2)",Chrome 122.0.0.0,,,05-03-2024 17:45:52,05-03-2024 17:45:52,"0,303s",PASSED
"uploadFileWithDragAndDrop(findTestObject(""Video Alert/Videoalert upload area""), ""C:\Users\Home\git\Katalon\video\rabbit.mp4"")",Chrome 122.0.0.0,,,05-03-2024 17:45:52,05-03-2024 17:45:53,"0,373s",PASSED
delay(5),Chrome 122.0.0.0,,,05-03-2024 17:45:53,05-03-2024 17:45:58,"5,006s",PASSED
"getAttribute(findTestObject(""Video alerts/uploaded video file""), ""src"")",Chrome 122.0.0.0,,,05-03-2024 17:45:58,05-03-2024 17:45:58,"0,315s",PASSED
"click(findTestObject(""Video alerts/Video alert description""))",Chrome 122.0.0.0,,,05-03-2024 17:45:58,05-03-2024 17:45:58,"0,360s",PASSED
"setText(findTestObject(""Video alerts/Video alert description""), ""Hello! This is automated MP4 video alert from Katalon"")",Chrome 122.0.0.0,,,05-03-2024 17:45:58,05-03-2024 17:46:01,"2,127s",PASSED
"click(findTestObject(""Wallpapers/Send wallpaper button""))",Chrome 122.0.0.0,,,05-03-2024 17:46:01,05-03-2024 17:46:01,"0,616s",PASSED
waitForPageLoad(2),Chrome 122.0.0.0,,,05-03-2024 17:46:01,05-03-2024 17:46:01,"0,019s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""TC-43"")",Chrome 122.0.0.0,,,05-03-2024 17:46:01,05-03-2024 17:46:04,"2,520s",PASSED
"verifyElementText(findTestObject(""Pop-up Alerts page/Filtered sent alert""), ""TC-43"")",Chrome 122.0.0.0,,,05-03-2024 17:46:04,05-03-2024 17:46:04,"0,336s",PASSED
"click(findTestObject(""Survey/3dots Actions""))",Chrome 122.0.0.0,,,05-03-2024 17:46:04,05-03-2024 17:46:04,"0,004s",NOT_RUN
"mouseOver(findTestObject(""Pop-up Alerts page/Stop-Start alert""))",Chrome 122.0.0.0,,,05-03-2024 17:46:04,05-03-2024 17:46:04,"0,004s",NOT_RUN
"click(findTestObject(""Pop-up Alerts page/Stop-Start alert""))",Chrome 122.0.0.0,,,05-03-2024 17:46:04,05-03-2024 17:46:04,"0,003s",NOT_RUN
"verifyElementPresent(findTestObject(""Pop-up Alerts page/Stopped status""), 2)",Chrome 122.0.0.0,,,05-03-2024 17:46:04,05-03-2024 17:46:04,"0,004s",NOT_RUN
