Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Surveys,Chrome 122.0.0.0,,,29-03-2024 11:31:25,29-03-2024 11:39:37,"8m - 11,840s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 122.0.0.0,,,29-03-2024 11:31:25,29-03-2024 11:31:37,"11,706s",PASSED
"openBrowser("""")",Chrome 122.0.0.0,,,29-03-2024 11:31:25,29-03-2024 11:31:27,"1,532s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo"")",Chrome 122.0.0.0,,,29-03-2024 11:31:27,29-03-2024 11:31:28,"0,785s",PASSED
waitForPageLoad(3),Chrome 122.0.0.0,,,29-03-2024 11:31:28,29-03-2024 11:31:28,"0,091s",PASSED
maximizeWindow(),Chrome 122.0.0.0,,,29-03-2024 11:31:28,29-03-2024 11:31:28,"0,155s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 122.0.0.0,,,29-03-2024 11:31:28,29-03-2024 11:31:29,"0,709s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 122.0.0.0,,,29-03-2024 11:31:29,29-03-2024 11:31:29,"0,284s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.2 (stage/11)"")",Chrome 122.0.0.0,,,29-03-2024 11:31:29,29-03-2024 11:31:29,"0,005s",NOT_RUN
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 122.0.0.0,,,29-03-2024 11:31:29,29-03-2024 11:31:29,"0,620s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 122.0.0.0,,,29-03-2024 11:31:29,29-03-2024 11:31:30,"0,353s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 122.0.0.0,,,29-03-2024 11:31:30,29-03-2024 11:31:30,"0,342s",PASSED
delay(4),Chrome 122.0.0.0,,,29-03-2024 11:31:30,29-03-2024 11:31:34,"4,043s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 122.0.0.0,,,29-03-2024 11:31:34,29-03-2024 11:31:34,"0,297s",PASSED
,,,,,,,
Test Cases/Surveys-Quizz-Poll/Send Survey with one question and single choice(TC-25),Chrome 122.0.0.0,,,29-03-2024 11:31:37,29-03-2024 11:32:34,"57,066s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 122.0.0.0,,,29-03-2024 11:31:37,29-03-2024 11:31:37,"0,351s",PASSED
