Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Scrolling ticker,Chrome 121.0.0.0,,,2024-02-09 12:22:53,2024-02-09 12:24:23,"1m - 30,115s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 121.0.0.0,,,2024-02-09 12:22:53,2024-02-09 12:23:06,"13,109s",PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,2024-02-09 12:22:53,2024-02-09 12:22:55,"1,601s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 121.0.0.0,,,2024-02-09 12:22:55,2024-02-09 12:22:56,"1,516s",PASSED
waitForPageLoad(3),Chrome 121.0.0.0,,,2024-02-09 12:22:56,2024-02-09 12:22:56,"0,088s",PASSED
maximizeWindow(),Chrome 121.0.0.0,,,2024-02-09 12:22:56,2024-02-09 12:22:57,"0,166s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 121.0.0.0,,,2024-02-09 12:22:57,2024-02-09 12:22:58,"1,040s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 121.0.0.0,,,2024-02-09 12:22:58,2024-02-09 12:22:58,"0,285s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.1 (stage/11)"")",Chrome 121.0.0.0,,,2024-02-09 12:22:58,2024-02-09 12:22:58,"0,299s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 121.0.0.0,,,2024-02-09 12:22:58,2024-02-09 12:22:59,"0,609s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 121.0.0.0,,,2024-02-09 12:22:59,2024-02-09 12:22:59,"0,361s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 121.0.0.0,,,2024-02-09 12:22:59,2024-02-09 12:22:59,"0,340s",PASSED
delay(4),Chrome 121.0.0.0,,,2024-02-09 12:22:59,2024-02-09 12:23:04,"4,038s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 121.0.0.0,,,2024-02-09 12:23:04,2024-02-09 12:23:04,"0,294s",PASSED
,,,,,,,
Test Cases/Ticker/Send Ticker (TC-7),Chrome 121.0.0.0,using Compose Alert Drop-down menu,,2024-02-09 12:23:06,2024-02-09 12:23:20,"14,286s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 121.0.0.0,,,2024-02-09 12:23:06,2024-02-09 12:23:06,"0,312s",PASSED
"click(findTestObject(""Dashboard Page/Scrolling tickers""))",Chrome 121.0.0.0,,,2024-02-09 12:23:06,2024-02-09 12:23:07,"0,585s",PASSED
"verifyElementText(findTestObject(""Create Scrolling ticker/Create Scrolling ticker header""), ""Create Scrolling Ticker"")",Chrome 121.0.0.0,,,2024-02-09 12:23:07,2024-02-09 12:23:08,"1,510s",PASSED
waitForPageLoad(1),Chrome 121.0.0.0,,,2024-02-09 12:23:08,2024-02-09 12:23:08,"0,015s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/More button""))",Chrome 121.0.0.0,,,2024-02-09 12:23:08,2024-02-09 12:23:09,"0,395s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/Filter field""))",Chrome 121.0.0.0,,,2024-02-09 12:23:09,2024-02-09 12:23:09,"0,560s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/Filter field""), ""LAPTOP-E6BU4LL9"")",Chrome 121.0.0.0,,,2024-02-09 12:23:09,2024-02-09 12:23:11,"1,205s",PASSED
"verifyElementText(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/All user list-filtered""), ""LAPTOP-E6BU4LL9 "")",Chrome 121.0.0.0,,,2024-02-09 12:23:11,2024-02-09 12:23:12,"1,439s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/filtered user selection""))",Chrome 121.0.0.0,,,2024-02-09 12:23:12,2024-02-09 12:23:12,"0,324s",PASSED
"verifyElementPresent(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/Choosen users filtered""), 2)",Chrome 121.0.0.0,,,2024-02-09 12:23:12,2024-02-09 12:23:13,"0,496s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/Done button""))",Chrome 121.0.0.0,,,2024-02-09 12:23:13,2024-02-09 12:23:13,"0,347s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""TC-7"")",Chrome 121.0.0.0,,,2024-02-09 12:23:13,2024-02-09 12:23:14,"0,851s",PASSED
"switchToFrame(findTestObject(""Create Pop-up Alert Page/Alert body iframe""), 2)",Chrome 121.0.0.0,,,2024-02-09 12:23:14,2024-02-09 12:23:15,"0,529s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert body""), ""Hello! This is automated ticker from Katalon"")",Chrome 121.0.0.0,,,2024-02-09 12:23:15,2024-02-09 12:23:15,"0,680s",PASSED
switchToDefaultContent(),Chrome 121.0.0.0,,,2024-02-09 12:23:15,2024-02-09 12:23:15,"0,020s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Send button""))",Chrome 121.0.0.0,,,2024-02-09 12:23:15,2024-02-09 12:23:16,"0,572s",PASSED
waitForPageLoad(2),Chrome 121.0.0.0,,,2024-02-09 12:23:16,2024-02-09 12:23:16,"0,017s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""TC-7"")",Chrome 121.0.0.0,,,2024-02-09 12:23:16,2024-02-09 12:23:18,"1,991s",PASSED
"verifyElementText(findTestObject(""Pop-up Alerts page/Filtered sent alert""), ""TC-7"")",Chrome 121.0.0.0,,,2024-02-09 12:23:18,2024-02-09 12:23:18,"0,315s",PASSED
,,,,,,,
Test Cases/Ticker/Draft ticker (TC-8),Chrome 121.0.0.0,,,2024-02-09 12:23:20,2024-02-09 12:23:35,"14,900s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 121.0.0.0,,,2024-02-09 12:23:20,2024-02-09 12:23:21,"0,336s",PASSED
"click(findTestObject(""Dashboard Page/Scrolling tickers""))",Chrome 121.0.0.0,,,2024-02-09 12:23:21,2024-02-09 12:23:21,"0,625s",PASSED
refresh(),Chrome 121.0.0.0,,,2024-02-09 12:23:21,2024-02-09 12:23:21,"0,218s",PASSED
"verifyElementText(findTestObject(""Create Scrolling ticker/Create Scrolling ticker header""), ""Create Scrolling Ticker"")",Chrome 121.0.0.0,,,2024-02-09 12:23:21,2024-02-09 12:23:23,"1,346s",PASSED
waitForPageLoad(1),Chrome 121.0.0.0,,,2024-02-09 12:23:23,2024-02-09 12:23:23,"0,013s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/More button""))",Chrome 121.0.0.0,,,2024-02-09 12:23:23,2024-02-09 12:23:23,"0,374s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/Filter field""))",Chrome 121.0.0.0,,,2024-02-09 12:23:23,2024-02-09 12:23:24,"0,541s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/Filter field""), ""LAPTOP-E6BU4LL9"")",Chrome 121.0.0.0,,,2024-02-09 12:23:24,2024-02-09 12:23:25,"1,186s",PASSED
"verifyElementText(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/All user list-filtered""), ""LAPTOP-E6BU4LL9 "")",Chrome 121.0.0.0,,,2024-02-09 12:23:25,2024-02-09 12:23:26,"1,467s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/filtered user selection""))",Chrome 121.0.0.0,,,2024-02-09 12:23:26,2024-02-09 12:23:27,"0,325s",PASSED
"verifyElementPresent(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/Choosen users filtered""), 2)",Chrome 121.0.0.0,,,2024-02-09 12:23:27,2024-02-09 12:23:27,"0,502s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/Done button""))",Chrome 121.0.0.0,,,2024-02-09 12:23:27,2024-02-09 12:23:28,"0,331s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""TC-8"")",Chrome 121.0.0.0,,,2024-02-09 12:23:28,2024-02-09 12:23:28,"0,877s",PASSED
"switchToFrame(findTestObject(""Create Pop-up Alert Page/Alert body iframe""), 2)",Chrome 121.0.0.0,,,2024-02-09 12:23:28,2024-02-09 12:23:29,"0,522s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert body""), ""Hello! This is automated DRAFT ticker from Katalon"")",Chrome 121.0.0.0,,,2024-02-09 12:23:29,2024-02-09 12:23:30,"0,783s",PASSED
switchToDefaultContent(),Chrome 121.0.0.0,,,2024-02-09 12:23:30,2024-02-09 12:23:30,"0,012s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Save Button""))",Chrome 121.0.0.0,,,2024-02-09 12:23:30,2024-02-09 12:23:30,"0,566s",PASSED
waitForPageLoad(2),Chrome 121.0.0.0,,,2024-02-09 12:23:30,2024-02-09 12:23:30,"0,011s",PASSED
"click(findTestObject(""Pop-up Alerts page/Draft tab""))",Chrome 121.0.0.0,,,2024-02-09 12:23:30,2024-02-09 12:23:32,"1,310s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""TC-8"")",Chrome 121.0.0.0,,,2024-02-09 12:23:32,2024-02-09 12:23:33,"1,138s",PASSED
"verifyElementText(findTestObject(""Pop-up Alerts page/Filtered sent alert""), ""TC-8"")",Chrome 121.0.0.0,,,2024-02-09 12:23:33,2024-02-09 12:23:33,"0,278s",PASSED
,,,,,,,
Test Cases/Ticker/Ticker template creation (TC-9),Chrome 121.0.0.0,,,2024-02-09 12:23:35,2024-02-09 12:23:48,"12,753s",PASSED
"click(findTestObject(""Dashboard Page/Left-hand menu_Scrolling Tickers""))",Chrome 121.0.0.0,,,2024-02-09 12:23:35,2024-02-09 12:23:36,"0,340s",PASSED
