Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Video Alerts,Chrome 121.0.0.0,,,2024-02-27 16:38:52,2024-02-27 16:42:47,"3m - 55,488s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 121.0.0.0,,,2024-02-27 16:38:52,2024-02-27 16:39:04,"12,266s",PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,2024-02-27 16:38:52,2024-02-27 16:38:54,"1,522s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 121.0.0.0,,,2024-02-27 16:38:54,2024-02-27 16:38:55,"0,941s",PASSED
waitForPageLoad(3),Chrome 121.0.0.0,,,2024-02-27 16:38:55,2024-02-27 16:38:55,"0,102s",PASSED
maximizeWindow(),Chrome 121.0.0.0,,,2024-02-27 16:38:55,2024-02-27 16:38:55,"0,167s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 121.0.0.0,,,2024-02-27 16:38:55,2024-02-27 16:38:56,"0,816s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 121.0.0.0,,,2024-02-27 16:38:56,2024-02-27 16:38:56,"0,279s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.1 (stage/11)"")",Chrome 121.0.0.0,,,2024-02-27 16:38:56,2024-02-27 16:38:56,"0,311s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 121.0.0.0,,,2024-02-27 16:38:56,2024-02-27 16:38:57,"0,630s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 121.0.0.0,,,2024-02-27 16:38:57,2024-02-27 16:38:57,"0,355s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 121.0.0.0,,,2024-02-27 16:38:57,2024-02-27 16:38:58,"0,329s",PASSED
