Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Publisher,Chrome 122.0.0.0,,,22-03-2024 16:59:13,22-03-2024 17:03:06,"3m - 52,574s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 122.0.0.0,,,22-03-2024 16:59:14,22-03-2024 16:59:25,"11,842s",PASSED
"openBrowser("""")",Chrome 122.0.0.0,,,22-03-2024 16:59:14,22-03-2024 16:59:16,"1,491s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 122.0.0.0,,,22-03-2024 16:59:16,22-03-2024 16:59:16,"0,828s",PASSED
waitForPageLoad(3),Chrome 122.0.0.0,,,22-03-2024 16:59:16,22-03-2024 16:59:16,"0,109s",PASSED
maximizeWindow(),Chrome 122.0.0.0,,,22-03-2024 16:59:16,22-03-2024 16:59:17,"0,159s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 122.0.0.0,,,22-03-2024 16:59:17,22-03-2024 16:59:17,"0,757s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 122.0.0.0,,,22-03-2024 16:59:17,22-03-2024 16:59:18,"0,293s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.2 (stage/11)"")",Chrome 122.0.0.0,,,22-03-2024 16:59:18,22-03-2024 16:59:18,"0,005s",NOT_RUN
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 122.0.0.0,,,22-03-2024 16:59:18,22-03-2024 16:59:18,"0,633s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 122.0.0.0,,,22-03-2024 16:59:18,22-03-2024 16:59:19,"0,377s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 122.0.0.0,,,22-03-2024 16:59:19,22-03-2024 16:59:19,"0,368s",PASSED
delay(4),Chrome 122.0.0.0,,,22-03-2024 16:59:19,22-03-2024 16:59:23,"4,035s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 122.0.0.0,,,22-03-2024 16:59:23,22-03-2024 16:59:23,"0,298s",PASSED
,,,,,,,
Test Cases/Publisher/Create Publisher with Admin role (TC-49),Chrome 122.0.0.0,,,22-03-2024 16:59:25,22-03-2024 16:59:46,"20,856s",PASSED
"click(findTestObject(""Publishers/Publishers on the top-menu""))",Chrome 122.0.0.0,Open Publisher page on a dashboard,,22-03-2024 16:59:26,22-03-2024 16:59:26,"0,394s",PASSED
"click(findTestObject(""Publishers/Add Publisher btn""))",Chrome 122.0.0.0,Start Publisher creation process,,22-03-2024 16:59:26,22-03-2024 16:59:27,"1,403s",PASSED
"click(findTestObject(""Publishers/Publisher name input field""))",Chrome 122.0.0.0,,,22-03-2024 16:59:27,22-03-2024 16:59:28,"0,589s",PASSED
"setText(findTestObject(""Publishers/Publisher name input field""), ""KatalonAdmin"")",Chrome 122.0.0.0,Input Publisher name,,22-03-2024 16:59:28,22-03-2024 16:59:29,"0,761s",PASSED
"click(findTestObject(""Publishers/Publisher Password""))",Chrome 122.0.0.0,,,22-03-2024 16:59:29,22-03-2024 16:59:29,"0,358s",PASSED
"setText(findTestObject(""Publishers/Publisher Password""), ""123"")",Chrome 122.0.0.0,Setup publisher password,,22-03-2024 16:59:29,22-03-2024 16:59:30,"0,645s",PASSED
"click(findTestObject(""Publishers/Publisher type drop-down""))",Chrome 122.0.0.0,Choose Publisher Role,,22-03-2024 16:59:30,22-03-2024 16:59:30,"0,458s",PASSED
"click(findTestObject(""Publishers/Admin type""))",Chrome 122.0.0.0,,,22-03-2024 16:59:30,22-03-2024 16:59:31,"0,602s",PASSED
"click(findTestObject(""Publishers/add btn""))",Chrome 122.0.0.0,,,22-03-2024 16:59:31,22-03-2024 16:59:31,"0,695s",PASSED
"click(findTestObject(""Pop-up Alerts page/Search by title field""))",Chrome 122.0.0.0,,,22-03-2024 16:59:31,22-03-2024 16:59:32,"0,683s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""KatalonAdmin"")",Chrome 122.0.0.0,Verify if Publisher exist,,22-03-2024 16:59:32,22-03-2024 16:59:34,"1,659s",PASSED
delay(5),Chrome 122.0.0.0,,,22-03-2024 16:59:34,22-03-2024 16:59:39,"5,012s",PASSED
"verifyElementText(findTestObject(""Publishers/filtered publisher""), ""KatalonAdmin"")",Chrome 122.0.0.0,,,22-03-2024 16:59:39,22-03-2024 16:59:39,"0,319s",PASSED
"verifyElementPresent(findTestObject(""Publishers/Enabled status""), 2)",Chrome 122.0.0.0,Verify if publisher has enabled status,,22-03-2024 16:59:39,22-03-2024 16:59:39,"0,299s",PASSED
"check(findTestObject(""Create Pop-up Alert Page/sent alerts checkbox""))",Chrome 122.0.0.0,,,22-03-2024 16:59:39,22-03-2024 16:59:40,"0,595s",PASSED
"verifyElementChecked(findTestObject(""Create Pop-up Alert Page/sent alerts checkbox""), 2)",Chrome 122.0.0.0,,,22-03-2024 16:59:40,22-03-2024 16:59:41,"0,537s",PASSED
"click(findTestObject(""Publishers/Disable btn""))",Chrome 122.0.0.0,Disable Publisher,,22-03-2024 16:59:41,22-03-2024 16:59:41,"0,548s",PASSED
"verifyElementPresent(findTestObject(""Publishers/Disabled status""), 2)",Chrome 122.0.0.0,Verify if publisher disabled,,22-03-2024 16:59:41,22-03-2024 16:59:42,"0,901s",PASSED
"check(findTestObject(""Create Pop-up Alert Page/sent alerts checkbox""))",Chrome 122.0.0.0,,,22-03-2024 16:59:42,22-03-2024 16:59:42,"0,338s",PASSED
"verifyElementChecked(findTestObject(""Create Pop-up Alert Page/sent alerts checkbox""), 2)",Chrome 122.0.0.0,,,22-03-2024 16:59:42,22-03-2024 16:59:43,"0,515s",PASSED
"click(findTestObject(""Publishers/Enable btn""))",Chrome 122.0.0.0,"Enable Publisher back
",,22-03-2024 16:59:43,22-03-2024 16:59:43,"0,553s",PASSED
"verifyElementPresent(findTestObject(""Publishers/Enabled status""), 2)",Chrome 122.0.0.0,Verify if publisher now enabled,,22-03-2024 16:59:43,22-03-2024 16:59:44,"0,799s",PASSED
,,,,,,,
Test Cases/Publisher/Edit Publisher (TC-50),Chrome 122.0.0.0,,,22-03-2024 16:59:46,22-03-2024 17:00:02,"16,104s",PASSED
"click(findTestObject(""Survey/3dots Actions""))",Chrome 122.0.0.0,click on Actions menu for specified publisher,,22-03-2024 16:59:46,22-03-2024 16:59:47,"0,347s",PASSED
"click(findTestObject(""Publishers/Edit publisher""))",Chrome 122.0.0.0,Choose edit option in Actions menu,,22-03-2024 16:59:47,22-03-2024 16:59:48,"1,123s",PASSED
"setText(findTestObject(""Publishers/Publisher email input field""), ""katalon@mail.com"")",Chrome 122.0.0.0,Type email address,,22-03-2024 16:59:48,22-03-2024 16:59:49,"1,374s",PASSED
"click(findTestObject(""Publishers/Phone code drop-down""))",Chrome 122.0.0.0,Setup phone number,,22-03-2024 16:59:49,22-03-2024 16:59:50,"0,597s",PASSED
"scrollToElement(findTestObject(""Publishers/US country code""), 2)",Chrome 122.0.0.0,,,22-03-2024 16:59:50,22-03-2024 16:59:50,"0,449s",PASSED
"click(findTestObject(""Publishers/US country code""))",Chrome 122.0.0.0,,,22-03-2024 16:59:50,22-03-2024 16:59:51,"0,559s",PASSED
"click(findTestObject(""Publishers/Phone number input field""))",Chrome 122.0.0.0,,,22-03-2024 16:59:51,22-03-2024 16:59:51,"0,550s",PASSED
"setText(findTestObject(""Publishers/Phone number input field""), ""2233445566"")",Chrome 122.0.0.0,,,22-03-2024 16:59:51,22-03-2024 16:59:52,"0,696s",PASSED
"click(findTestObject(""Publishers/add btn""))",Chrome 122.0.0.0,Save changes,,22-03-2024 16:59:52,22-03-2024 16:59:52,"0,356s",PASSED
"sendKeys(findTestObject(""Pop-up Alerts page/Search by title field""), Keys.chord(CONTROL, ""a"", BACK_SPACE))",Chrome 122.0.0.0,,,22-03-2024 16:59:52,22-03-2024 16:59:54,"1,275s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""KatalonAdmin"")",Chrome 122.0.0.0,,,22-03-2024 16:59:54,22-03-2024 16:59:55,"1,330s",PASSED
delay(5),Chrome 122.0.0.0,,,22-03-2024 16:59:55,22-03-2024 17:00:00,"5,013s",PASSED
"verifyElementText(findTestObject(""Publishers/filtered publisher""), ""KatalonAdmin"")",Chrome 122.0.0.0,,,22-03-2024 17:00:00,22-03-2024 17:00:00,"0,299s",PASSED
,,,,,,,
Test Cases/Publisher/Change Publisher Password (TC-51),Chrome 122.0.0.0,,,22-03-2024 17:00:02,22-03-2024 17:00:07,"4,522s",PASSED
"click(findTestObject(""Survey/3dots Actions""))",Chrome 122.0.0.0,Click on Actions menu in front of defined publisher,,22-03-2024 17:00:02,22-03-2024 17:00:03,"0,325s",PASSED
"click(findTestObject(""Publishers/Publisher change password""))",Chrome 122.0.0.0,Change password,,22-03-2024 17:00:03,22-03-2024 17:00:03,"0,589s",PASSED
"setText(findTestObject(""Publishers/change password input field""), ""1234"")",Chrome 122.0.0.0,,,22-03-2024 17:00:03,22-03-2024 17:00:04,"0,992s",PASSED
"click(findTestObject(""Publishers/add btn""))",Chrome 122.0.0.0,Save changes,,22-03-2024 17:00:04,22-03-2024 17:00:05,"0,544s",PASSED
,,,,,,,
Test Cases/Publisher/Re-login with created publisher with Admin role (TC-52),Chrome 122.0.0.0,publisher with admin role,,22-03-2024 17:00:07,22-03-2024 17:00:23,"16,015s",PASSED
"waitForElementClickable(findTestObject(""Dashboard Page/Profile button""), 2)",Chrome 122.0.0.0,Logout from current user,,22-03-2024 17:00:07,22-03-2024 17:00:07,"0,345s",PASSED
"mouseOver(findTestObject(""Dashboard Page/Profile button""))",Chrome 122.0.0.0,,,22-03-2024 17:00:07,22-03-2024 17:00:08,"0,489s",PASSED
"click(findTestObject(""Dashboard Page/Profile button""))",Chrome 122.0.0.0,,,22-03-2024 17:00:08,22-03-2024 17:00:08,"0,336s",PASSED
"mouseOver(findTestObject(""Dashboard Page/Profile menu-Logout""))",Chrome 122.0.0.0,,,22-03-2024 17:00:08,22-03-2024 17:00:09,"0,669s",PASSED
"click(findTestObject(""Dashboard Page/Profile menu-Logout""))",Chrome 122.0.0.0,,,22-03-2024 17:00:09,22-03-2024 17:00:09,"0,450s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 122.0.0.0,,,22-03-2024 17:00:09,22-03-2024 17:00:11,"1,653s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""KatalonAdmin"")",Chrome 122.0.0.0,Login with newly created publisher,,22-03-2024 17:00:11,22-03-2024 17:00:12,"0,635s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""4nvbrPglk7k="")",Chrome 122.0.0.0,,,22-03-2024 17:00:12,22-03-2024 17:00:12,"0,379s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 122.0.0.0,,,22-03-2024 17:00:12,22-03-2024 17:00:12,"0,341s",PASSED
delay(4),Chrome 122.0.0.0,,,22-03-2024 17:00:12,22-03-2024 17:00:16,"4,004s",PASSED
takeFullPageScreenshot(),Chrome 122.0.0.0,,,22-03-2024 17:00:16,22-03-2024 17:00:17,"0,626s",PASSED
"click(findTestObject(""Dashboard Page/Profile button""))",Chrome 122.0.0.0,Logout,,22-03-2024 17:00:17,22-03-2024 17:00:17,"0,321s",PASSED
"mouseOver(findTestObject(""Dashboard Page/Profile menu-Logout""))",Chrome 122.0.0.0,,,22-03-2024 17:00:17,22-03-2024 17:00:18,"0,659s",PASSED
"click(findTestObject(""Dashboard Page/Profile menu-Logout""))",Chrome 122.0.0.0,,,22-03-2024 17:00:18,22-03-2024 17:00:18,"0,441s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 122.0.0.0,Login back with tester profile,,22-03-2024 17:00:18,22-03-2024 17:00:20,"1,843s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 122.0.0.0,,,22-03-2024 17:00:20,22-03-2024 17:00:21,"0,373s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 122.0.0.0,,,22-03-2024 17:00:21,22-03-2024 17:00:21,"0,327s",PASSED
,,,,,,,
Test Cases/Publisher/Delete Publisher (TC-53),Chrome 122.0.0.0,,,22-03-2024 17:00:23,22-03-2024 17:00:35,"12,153s",PASSED
"click(findTestObject(""Publishers/Publishers on the top-menu""))",Chrome 122.0.0.0,Open Publisher page on a dashboard,,22-03-2024 17:00:23,22-03-2024 17:00:23,"0,369s",PASSED
"click(findTestObject(""Pop-up Alerts page/Search by title field""))",Chrome 122.0.0.0,,,22-03-2024 17:00:23,22-03-2024 17:00:25,"1,162s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""KatalonAdmin"")",Chrome 122.0.0.0,Verify if Publisher exist,,22-03-2024 17:00:25,22-03-2024 17:00:25,"0,644s",PASSED
delay(5),Chrome 122.0.0.0,,,22-03-2024 17:00:25,22-03-2024 17:00:30,"5,019s",PASSED
"verifyElementText(findTestObject(""Publishers/filtered publisher""), ""KatalonAdmin"")",Chrome 122.0.0.0,,,22-03-2024 17:00:30,22-03-2024 17:00:31,"0,300s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Select all and Delete""), [:], STOP_ON_FAILURE)",Chrome 122.0.0.0,Delete Publisher,,22-03-2024 17:00:31,22-03-2024 17:00:33,"2,529s",PASSED
,,,,,,,
Test Cases/Policies/Create Full access policy (TC-54),Chrome 122.0.0.0,,,22-03-2024 17:00:35,22-03-2024 17:00:44,"9,228s",PASSED
"click(findTestObject(""Publishers/Publishers on the top-menu""))",Chrome 122.0.0.0,Open Publisher page on a dashboard,,22-03-2024 17:00:35,22-03-2024 17:00:36,"0,410s",PASSED
"click(findTestObject(""Publishers/Policies/Policies (left-hand menu)""))",Chrome 122.0.0.0,Click Policies on the left-hand menu,,22-03-2024 17:00:36,22-03-2024 17:00:36,"0,821s",PASSED
"click(findTestObject(""Publishers/Policies/Add Policies btn""))",Chrome 122.0.0.0,Click add policies button,,22-03-2024 17:00:36,22-03-2024 17:00:37,"1,052s",PASSED
"check(findTestObject(""Publishers/Policies/Grant Full Control Checkbox""))",Chrome 122.0.0.0,Enable Grant full control option,,22-03-2024 17:00:37,22-03-2024 17:00:40,"2,516s",PASSED
"verifyElementChecked(findTestObject(""Publishers/Policies/Grant Full Control Checkbox""), 2)",Chrome 122.0.0.0,,,22-03-2024 17:00:40,22-03-2024 17:00:41,"0,966s",PASSED
