Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
RSVP Alert,Chrome 121.0.0.0,,,2024-02-26 11:54:10,2024-02-26 12:00:22,"6m - 12,234s",FAILED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 121.0.0.0,,,2024-02-26 11:54:10,2024-02-26 11:54:22,"12,174s",PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,2024-02-26 11:54:10,2024-02-26 11:54:12,"1,592s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 121.0.0.0,,,2024-02-26 11:54:12,2024-02-26 11:54:13,"0,878s",PASSED
waitForPageLoad(3),Chrome 121.0.0.0,,,2024-02-26 11:54:13,2024-02-26 11:54:13,"0,104s",PASSED
maximizeWindow(),Chrome 121.0.0.0,,,2024-02-26 11:54:13,2024-02-26 11:54:13,"0,152s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 121.0.0.0,,,2024-02-26 11:54:13,2024-02-26 11:54:14,"0,837s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 121.0.0.0,,,2024-02-26 11:54:14,2024-02-26 11:54:14,"0,259s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.1 (stage/11)"")",Chrome 121.0.0.0,,,2024-02-26 11:54:14,2024-02-26 11:54:15,"0,295s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 121.0.0.0,,,2024-02-26 11:54:15,2024-02-26 11:54:15,"0,627s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 121.0.0.0,,,2024-02-26 11:54:15,2024-02-26 11:54:16,"0,355s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 121.0.0.0,,,2024-02-26 11:54:16,2024-02-26 11:54:16,"0,333s",PASSED
delay(4),Chrome 121.0.0.0,,,2024-02-26 11:54:16,2024-02-26 11:54:20,"4,021s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 121.0.0.0,,,2024-02-26 11:54:20,2024-02-26 11:54:20,"0,278s",PASSED
,,,,,,,
Test Cases/RSVP/Send RSVP (TC-12),Chrome 121.0.0.0,,,2024-02-26 11:54:22,2024-02-26 11:55:56,"1m - 34,068s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 121.0.0.0,,,2024-02-26 11:54:22,2024-02-26 11:54:23,"0,349s",PASSED
"click(findTestObject(""Dashboard Page/RSVP""))",Chrome 121.0.0.0,,,2024-02-26 11:54:23,2024-02-26 11:54:23,"0,589s",PASSED
"verifyElementText(findTestObject(""Create RSVP/Create RSVP Alert Header""), ""Create RSVP Alert"")",Chrome 121.0.0.0,,,2024-02-26 11:54:23,2024-02-26 11:54:26,"2,928s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/More button""))",Chrome 121.0.0.0,,,2024-02-26 11:54:26,2024-02-26 11:54:27,"0,391s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Choose recipients""), [:], STOP_ON_FAILURE)",Chrome 121.0.0.0,,,2024-02-26 11:54:27,2024-02-26 11:54:34,"7,672s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""TC-12"")",Chrome 121.0.0.0,,,2024-02-26 11:54:34,2024-02-26 11:54:35,"0,922s",PASSED
"switchToFrame(findTestObject(""Create Pop-up Alert Page/Alert body iframe""), 2)",Chrome 121.0.0.0,,,2024-02-26 11:54:35,2024-02-26 11:54:36,"0,314s",PASSED
