Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Screensavers,Chrome 122.0.0.0,,,29-03-2024 11:57:40,29-03-2024 12:01:39,"3m - 59,128s",FAILED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 122.0.0.0,,,29-03-2024 11:57:40,29-03-2024 11:57:53,"13,164s",PASSED
"openBrowser("""")",Chrome 122.0.0.0,,,29-03-2024 11:57:40,29-03-2024 11:57:42,"1,549s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo"")",Chrome 122.0.0.0,,,29-03-2024 11:57:42,29-03-2024 11:57:44,"1,834s",PASSED
waitForPageLoad(3),Chrome 122.0.0.0,,,29-03-2024 11:57:44,29-03-2024 11:57:44,"0,095s",PASSED
maximizeWindow(),Chrome 122.0.0.0,,,29-03-2024 11:57:44,29-03-2024 11:57:44,"0,158s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 122.0.0.0,,,29-03-2024 11:57:44,29-03-2024 11:57:45,"1,061s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 122.0.0.0,,,29-03-2024 11:57:45,29-03-2024 11:57:45,"0,284s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.2 (stage/11)"")",Chrome 122.0.0.0,,,29-03-2024 11:57:45,29-03-2024 11:57:45,"0,007s",NOT_RUN
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 122.0.0.0,,,29-03-2024 11:57:45,29-03-2024 11:57:46,"0,670s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 122.0.0.0,,,29-03-2024 11:57:46,29-03-2024 11:57:46,"0,379s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 122.0.0.0,,,29-03-2024 11:57:46,29-03-2024 11:57:47,"0,349s",PASSED
delay(4),Chrome 122.0.0.0,,,29-03-2024 11:57:47,29-03-2024 11:57:51,"4,033s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 122.0.0.0,,,29-03-2024 11:57:51,29-03-2024 11:57:51,"0,285s",PASSED
,,,,,,,
