Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Pop-up Alert,Chrome 120.0.0.0,,,2024-01-23 21:04:06,2024-01-23 21:06:19,"2m - 13,572s",FAILED
,,,,,,,
Test Cases/Pop-up alert/Send alert using Compose Alert Button (TC-1),Chrome 120.0.0.0,"open Create Pop-up Alert page, using Compose Alert button",,2024-01-23 21:04:06,2024-01-23 21:04:30,"24,192s",PASSED
"callTestCase(findTestCase(""Login Test Cases/Login with Valid Credentials""), [:], STOP_ON_FAILURE)",Chrome 120.0.0.0,,,2024-01-23 21:04:06,2024-01-23 21:04:17,"10,410s",PASSED
"click(findTestObject(""Dashboard Page/Compose Alert Button""))",Chrome 120.0.0.0,,,2024-01-23 21:04:17,2024-01-23 21:04:17,"0,323s",PASSED
"verifyElementPresent(findTestObject(""Create Pop-up Alert Page/Create Pop-up Alert header""), 2)",Chrome 120.0.0.0,,,2024-01-23 21:04:17,2024-01-23 21:04:20,"3,053s",PASSED
"verifyElementText(findTestObject(""Create Pop-up Alert Page/Create Pop-up Alert header""), ""Create Pop-up Alert"")",Chrome 120.0.0.0,,,2024-01-23 21:04:20,2024-01-23 21:04:20,"0,287s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/More button""))",Chrome 120.0.0.0,,,2024-01-23 21:04:20,2024-01-23 21:04:21,"0,366s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/Filter field""))",Chrome 120.0.0.0,,,2024-01-23 21:04:21,2024-01-23 21:04:21,"0,430s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/Filter field""), ""LAPTOP-E6BU4LL9"")",Chrome 120.0.0.0,,,2024-01-23 21:04:21,2024-01-23 21:04:23,"1,731s",PASSED
"verifyElementText(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/All user list-filtered""), ""LAPTOP-E6BU4LL9 "")",Chrome 120.0.0.0,,,2024-01-23 21:04:23,2024-01-23 21:04:24,"1,436s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/filtered user selection""))",Chrome 120.0.0.0,,,2024-01-23 21:04:24,2024-01-23 21:04:25,"0,331s",PASSED
"verifyElementPresent(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/Choosen users filtered""), 2)",Chrome 120.0.0.0,,,2024-01-23 21:04:25,2024-01-23 21:04:25,"0,508s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Choose recipients modal window/Done button""))",Chrome 120.0.0.0,,,2024-01-23 21:04:25,2024-01-23 21:04:25,"0,311s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""TC-1"")",Chrome 120.0.0.0,,,2024-01-23 21:04:25,2024-01-23 21:04:26,"0,857s",PASSED
"switchToFrame(findTestObject(""Create Pop-up Alert Page/Alert body iframe""), 2)",Chrome 120.0.0.0,,,2024-01-23 21:04:26,2024-01-23 21:04:27,"0,294s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert body""), ""Hello! This is automated alert from Katalon"")",Chrome 120.0.0.0,,,2024-01-23 21:04:27,2024-01-23 21:04:27,"0,705s",PASSED
switchToDefaultContent(),Chrome 120.0.0.0,,,2024-01-23 21:04:27,2024-01-23 21:04:27,"0,017s",PASSED
"click(findTestObject(""Create Pop-up Alert Page/Send button""))",Chrome 120.0.0.0,,,2024-01-23 21:04:27,2024-01-23 21:04:28,"0,534s",PASSED
waitForPageLoad(2),Chrome 120.0.0.0,,,2024-01-23 21:04:28,2024-01-23 21:04:28,"0,012s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""TC-1"")",Chrome 120.0.0.0,,,2024-01-23 21:04:28,2024-01-23 21:04:30,"1,926s",PASSED
"verifyElementText(findTestObject(""Pop-up Alerts page/Filtered sent alert""), ""TC-1"")",Chrome 120.0.0.0,,,2024-01-23 21:04:30,2024-01-23 21:04:30,"0,287s",PASSED
,,,,,,,
Test Cases/Pop-up alert/Send alert with image (TC-2),Chrome 120.0.0.0,Send alert with image using compose alert button and upload keyword,,2024-01-23 21:05:46,2024-01-23 21:06:19,"32,927s",FAILED
"click(findTestObject(""Dashboard Page/Compose Alert Button""))",Chrome 120.0.0.0,,,2024-01-23 21:05:46,2024-01-23 21:06:19,"32,912s",FAILED
