Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
RSVP Alert,Chrome 122.0.0.0,,,29-02-2024 09:03:04,29-02-2024 09:05:51,"2m - 46,627s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 122.0.0.0,,,29-02-2024 09:03:04,29-02-2024 09:03:17,"12,319s",PASSED
"openBrowser("""")",Chrome 122.0.0.0,,,29-02-2024 09:03:05,29-02-2024 09:03:06,"1,555s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 122.0.0.0,,,29-02-2024 09:03:06,29-02-2024 09:03:07,"0,979s",PASSED
waitForPageLoad(3),Chrome 122.0.0.0,,,29-02-2024 09:03:07,29-02-2024 09:03:08,"0,107s",PASSED
maximizeWindow(),Chrome 122.0.0.0,,,29-02-2024 09:03:08,29-02-2024 09:03:08,"0,163s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 122.0.0.0,,,29-02-2024 09:03:08,29-02-2024 09:03:09,"0,899s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 122.0.0.0,,,29-02-2024 09:03:09,29-02-2024 09:03:09,"0,261s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.1 (stage/11)"")",Chrome 122.0.0.0,,,29-02-2024 09:03:09,29-02-2024 09:03:09,"0,294s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 122.0.0.0,,,29-02-2024 09:03:09,29-02-2024 09:03:10,"0,620s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 122.0.0.0,,,29-02-2024 09:03:10,29-02-2024 09:03:10,"0,346s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 122.0.0.0,,,29-02-2024 09:03:10,29-02-2024 09:03:10,"0,326s",PASSED
delay(4),Chrome 122.0.0.0,,,29-02-2024 09:03:10,29-02-2024 09:03:14,"4,022s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 122.0.0.0,,,29-02-2024 09:03:14,29-02-2024 09:03:15,"0,265s",PASSED
,,,,,,,
