Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Surveys,Chrome 121.0.0.0,,,2024-02-27 16:30:06,2024-02-27 16:38:43,"8m - 36,429s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 121.0.0.0,,,2024-02-27 16:30:06,2024-02-27 16:30:19,"12,383s",PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,2024-02-27 16:30:07,2024-02-27 16:30:08,"1,509s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 121.0.0.0,,,2024-02-27 16:30:08,2024-02-27 16:30:09,"0,963s",PASSED
waitForPageLoad(3),Chrome 121.0.0.0,,,2024-02-27 16:30:09,2024-02-27 16:30:09,"0,125s",PASSED
maximizeWindow(),Chrome 121.0.0.0,,,2024-02-27 16:30:09,2024-02-27 16:30:10,"0,142s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 121.0.0.0,,,2024-02-27 16:30:10,2024-02-27 16:30:11,"0,899s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 121.0.0.0,,,2024-02-27 16:30:11,2024-02-27 16:30:11,"0,291s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.1 (stage/11)"")",Chrome 121.0.0.0,,,2024-02-27 16:30:11,2024-02-27 16:30:11,"0,293s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 121.0.0.0,,,2024-02-27 16:30:11,2024-02-27 16:30:12,"0,620s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 121.0.0.0,,,2024-02-27 16:30:12,2024-02-27 16:30:12,"0,369s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 121.0.0.0,,,2024-02-27 16:30:12,2024-02-27 16:30:12,"0,341s",PASSED
