Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Wallpapers,Chrome 123.0.0.0,,,22-04-2024 13:58:41,22-04-2024 14:03:29,"4m - 47,780s",FAILED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 123.0.0.0,,,22-04-2024 13:58:41,22-04-2024 13:58:56,"15,263s",PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,22-04-2024 13:58:42,22-04-2024 13:58:45,"2,840s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo"")",Chrome 123.0.0.0,,,22-04-2024 13:58:45,22-04-2024 13:58:47,"2,045s",PASSED
waitForPageLoad(3),Chrome 123.0.0.0,,,22-04-2024 13:58:47,22-04-2024 13:58:47,"0,182s",PASSED
maximizeWindow(),Chrome 123.0.0.0,,,22-04-2024 13:58:47,22-04-2024 13:58:47,"0,195s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 123.0.0.0,,,22-04-2024 13:58:47,22-04-2024 13:58:48,"1,054s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 123.0.0.0,,,22-04-2024 13:58:48,22-04-2024 13:58:48,"0,334s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.2 (stage/11)"")",Chrome 123.0.0.0,,,22-04-2024 13:58:48,22-04-2024 13:58:48,"0,014s",NOT_RUN
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 123.0.0.0,,,22-04-2024 13:58:48,22-04-2024 13:58:49,"0,742s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 123.0.0.0,,,22-04-2024 13:58:49,22-04-2024 13:58:50,"0,445s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 123.0.0.0,,,22-04-2024 13:58:50,22-04-2024 13:58:50,"0,396s",PASSED
delay(4),Chrome 123.0.0.0,,,22-04-2024 13:58:50,22-04-2024 13:58:54,"4,043s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 123.0.0.0,,,22-04-2024 13:58:54,22-04-2024 13:58:54,"0,322s",PASSED
,,,,,,,
Test Cases/Wallpapers/Send Wallpaper JPG (TC-15),Chrome 123.0.0.0,send wallpaper using compose alert drop-down menu,,22-04-2024 13:58:56,22-04-2024 13:59:48,"51,924s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 123.0.0.0,,,22-04-2024 13:58:57,22-04-2024 13:58:57,"0,406s",PASSED
"click(findTestObject(""Dashboard Page/Wallpapers""))",Chrome 123.0.0.0,,,22-04-2024 13:58:57,22-04-2024 13:58:58,"0,534s",PASSED
"verifyElementText(findTestObject(""Wallpapers/Create Wallpaper Header""), ""Create Wallpaper"")",Chrome 123.0.0.0,,,22-04-2024 13:58:58,22-04-2024 13:58:59,"1,049s",PASSED
"click(findTestObject(""Wallpapers/more""))",Chrome 123.0.0.0,,,22-04-2024 13:58:59,22-04-2024 13:58:59,"0,410s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Choose recipients""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,22-04-2024 13:58:59,22-04-2024 13:59:07,"8,443s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""TC-15"")",Chrome 123.0.0.0,,,22-04-2024 13:59:07,22-04-2024 13:59:08,"0,953s",PASSED
"verifyElementPresent(findTestObject(""Wallpapers/Upload wallpaper area""), 2)",Chrome 123.0.0.0,,,22-04-2024 13:59:08,22-04-2024 13:59:09,"0,306s",PASSED
"uploadFileWithDragAndDrop(findTestObject(""Wallpapers/Upload wallpaper area""), ""C:\Users\Home\git\Katalon\Imagesfortest\river.jpg"")",Chrome 123.0.0.0,,,22-04-2024 13:59:09,22-04-2024 13:59:09,"0,382s",PASSED
delay(10),Chrome 123.0.0.0,,,22-04-2024 13:59:09,22-04-2024 13:59:19,"10,020s",PASSED
"getAttribute(findTestObject(""Wallpapers/uploaded wallpaper file""), ""src"")",Chrome 123.0.0.0,,,22-04-2024 13:59:19,22-04-2024 13:59:19,"0,350s",PASSED
"click(findTestObject(""Wallpapers/Send wallpaper button""))",Chrome 123.0.0.0,,,22-04-2024 13:59:19,22-04-2024 13:59:20,"0,419s",PASSED
waitForPageLoad(2),Chrome 123.0.0.0,,,22-04-2024 13:59:20,22-04-2024 13:59:20,"0,026s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""TC-15"")",Chrome 123.0.0.0,,,22-04-2024 13:59:20,22-04-2024 13:59:22,"2,441s",PASSED
"verifyElementText(findTestObject(""Pop-up Alerts page/Filtered sent alert""), ""TC-15"")",Chrome 123.0.0.0,,,22-04-2024 13:59:22,22-04-2024 13:59:23,"0,325s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Actions menu Wallpapers-Lockscreens-Screensaver""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,22-04-2024 13:59:23,22-04-2024 13:59:33,"10,474s",PASSED
"sendKeys(findTestObject(""Create Pop-up Alert Page/Alert Title field""), Keys.chord(CONTROL, ""a"", BACK_SPACE))",Chrome 123.0.0.0,,,22-04-2024 13:59:33,22-04-2024 13:59:34,"0,949s",PASSED
"setText(findTestObject(""Create Pop-up Alert Page/Alert Title field""), ""Duplicate Wallpaper"")",Chrome 123.0.0.0,,,22-04-2024 13:59:34,22-04-2024 13:59:35,"0,996s",PASSED
"click(findTestObject(""Wallpapers/Send wallpaper button""))",Chrome 123.0.0.0,,,22-04-2024 13:59:35,22-04-2024 13:59:35,"0,369s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""TC-15"")",Chrome 123.0.0.0,,,22-04-2024 13:59:35,22-04-2024 13:59:37,"1,973s",PASSED
"callTestCase(findTestCase(""Built-in test cases/Select all and Delete""), [:], STOP_ON_FAILURE)",Chrome 123.0.0.0,,,22-04-2024 13:59:37,22-04-2024 13:59:41,"3,328s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""Duplicate Wallpaper"")",Chrome 123.0.0.0,,,22-04-2024 13:59:41,22-04-2024 13:59:42,"1,730s",PASSED
"waitForElementClickable(findTestObject(""Create Pop-up Alert Page/sent alerts checkbox""), 2)",Chrome 123.0.0.0,,,22-04-2024 13:59:42,22-04-2024 13:59:44,"1,584s",PASSED
