Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Publisher,Chrome 122.0.0.0,,,14-03-2024 19:24:38,14-03-2024 19:25:59,"1m - 21,338s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 122.0.0.0,,,14-03-2024 19:24:38,14-03-2024 19:24:50,"12,151s",PASSED
"openBrowser("""")",Chrome 122.0.0.0,,,14-03-2024 19:24:39,14-03-2024 19:24:40,"1,471s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 122.0.0.0,,,14-03-2024 19:24:40,14-03-2024 19:24:41,"1,032s",PASSED
waitForPageLoad(3),Chrome 122.0.0.0,,,14-03-2024 19:24:41,14-03-2024 19:24:41,"0,131s",PASSED
maximizeWindow(),Chrome 122.0.0.0,,,14-03-2024 19:24:41,14-03-2024 19:24:41,"0,135s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 122.0.0.0,,,14-03-2024 19:24:41,14-03-2024 19:24:42,"0,739s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 122.0.0.0,,,14-03-2024 19:24:42,14-03-2024 19:24:42,"0,285s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.2 (stage/11)"")",Chrome 122.0.0.0,,,14-03-2024 19:24:42,14-03-2024 19:24:43,"0,297s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 122.0.0.0,,,14-03-2024 19:24:43,14-03-2024 19:24:43,"0,605s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 122.0.0.0,,,14-03-2024 19:24:43,14-03-2024 19:24:44,"0,347s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 122.0.0.0,,,14-03-2024 19:24:44,14-03-2024 19:24:44,"0,331s",PASSED
delay(4),Chrome 122.0.0.0,,,14-03-2024 19:24:44,14-03-2024 19:24:48,"4,020s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 122.0.0.0,,,14-03-2024 19:24:48,14-03-2024 19:24:48,"0,287s",PASSED
,,,,,,,
Test Cases/Publisher/Create Publisher with Admin role (TC-49),Chrome 122.0.0.0,,,14-03-2024 19:24:50,14-03-2024 19:25:11,"20,888s",PASSED
