Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Publisher,Chrome 123.0.0.0,,,22-04-2024 10:05:41,22-04-2024 10:09:33,"3m - 52,503s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 123.0.0.0,,,22-04-2024 10:05:41,22-04-2024 10:05:53,"12,328s",PASSED
"openBrowser("""")",Chrome 123.0.0.0,,,22-04-2024 10:05:41,22-04-2024 10:05:44,"2,151s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo"")",Chrome 123.0.0.0,,,22-04-2024 10:05:44,22-04-2024 10:05:44,"0,882s",PASSED
waitForPageLoad(3),Chrome 123.0.0.0,,,22-04-2024 10:05:44,22-04-2024 10:05:45,"0,129s",PASSED
maximizeWindow(),Chrome 123.0.0.0,,,22-04-2024 10:05:45,22-04-2024 10:05:45,"0,155s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 123.0.0.0,,,22-04-2024 10:05:45,22-04-2024 10:05:45,"0,646s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 123.0.0.0,,,22-04-2024 10:05:45,22-04-2024 10:05:46,"0,285s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.2 (stage/11)"")",Chrome 123.0.0.0,,,22-04-2024 10:05:46,22-04-2024 10:05:46,"0,007s",NOT_RUN
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 123.0.0.0,,,22-04-2024 10:05:46,22-04-2024 10:05:46,"0,629s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 123.0.0.0,,,22-04-2024 10:05:46,22-04-2024 10:05:47,"0,363s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 123.0.0.0,,,22-04-2024 10:05:47,22-04-2024 10:05:47,"0,338s",PASSED
delay(4),Chrome 123.0.0.0,,,22-04-2024 10:05:47,22-04-2024 10:05:51,"4,024s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 123.0.0.0,,,22-04-2024 10:05:51,22-04-2024 10:05:51,"0,311s",PASSED
,,,,,,,
Test Cases/Publisher/Create Publisher with Admin role (TC-49),Chrome 123.0.0.0,,,22-04-2024 10:05:53,22-04-2024 10:06:14,"21,018s",PASSED
"click(findTestObject(""Publishers/Publishers on the top-menu""))",Chrome 123.0.0.0,Open Publisher page on a dashboard,,22-04-2024 10:05:53,22-04-2024 10:05:54,"0,349s",PASSED
"click(findTestObject(""Publishers/Add Publisher btn""))",Chrome 123.0.0.0,Start Publisher creation process,,22-04-2024 10:05:54,22-04-2024 10:05:55,"1,280s",PASSED
"click(findTestObject(""Publishers/Publisher name input field""))",Chrome 123.0.0.0,,,22-04-2024 10:05:55,22-04-2024 10:05:56,"0,457s",PASSED
"setText(findTestObject(""Publishers/Publisher name input field""), ""KatalonAdmin"")",Chrome 123.0.0.0,Input Publisher name,,22-04-2024 10:05:56,22-04-2024 10:05:56,"0,816s",PASSED
"click(findTestObject(""Publishers/Publisher Password""))",Chrome 123.0.0.0,,,22-04-2024 10:05:56,22-04-2024 10:05:57,"0,324s",PASSED
"setText(findTestObject(""Publishers/Publisher Password""), ""123"")",Chrome 123.0.0.0,Setup publisher password,,22-04-2024 10:05:57,22-04-2024 10:05:57,"0,595s",PASSED
"click(findTestObject(""Publishers/Publisher type drop-down""))",Chrome 123.0.0.0,Choose Publisher Role,,22-04-2024 10:05:57,22-04-2024 10:05:58,"0,533s",PASSED
"click(findTestObject(""Publishers/Admin type""))",Chrome 123.0.0.0,,,22-04-2024 10:05:58,22-04-2024 10:05:58,"0,461s",PASSED
"click(findTestObject(""Publishers/add btn""))",Chrome 123.0.0.0,,,22-04-2024 10:05:58,22-04-2024 10:05:59,"0,770s",PASSED
"click(findTestObject(""Pop-up Alerts page/Search by title field""))",Chrome 123.0.0.0,,,22-04-2024 10:05:59,22-04-2024 10:06:01,"2,049s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""KatalonAdmin"")",Chrome 123.0.0.0,Verify if Publisher exist,,22-04-2024 10:06:01,22-04-2024 10:06:02,"0,594s",PASSED
delay(5),Chrome 123.0.0.0,,,22-04-2024 10:06:02,22-04-2024 10:06:07,"5,009s",PASSED
"verifyElementText(findTestObject(""Publishers/filtered publisher""), ""KatalonAdmin"")",Chrome 123.0.0.0,,,22-04-2024 10:06:07,22-04-2024 10:06:07,"0,313s",PASSED
"verifyElementPresent(findTestObject(""Publishers/Enabled status""), 2)",Chrome 123.0.0.0,Verify if publisher has enabled status,,22-04-2024 10:06:07,22-04-2024 10:06:08,"0,607s",PASSED
"check(findTestObject(""Create Pop-up Alert Page/sent alerts checkbox""))",Chrome 123.0.0.0,,,22-04-2024 10:06:08,22-04-2024 10:06:08,"0,343s",PASSED
"verifyElementChecked(findTestObject(""Create Pop-up Alert Page/sent alerts checkbox""), 2)",Chrome 123.0.0.0,,,22-04-2024 10:06:08,22-04-2024 10:06:08,"0,522s",PASSED
"click(findTestObject(""Publishers/Disable btn""))",Chrome 123.0.0.0,Disable Publisher,,22-04-2024 10:06:08,22-04-2024 10:06:09,"0,540s",PASSED
"verifyElementPresent(findTestObject(""Publishers/Disabled status""), 2)",Chrome 123.0.0.0,Verify if publisher disabled,,22-04-2024 10:06:09,22-04-2024 10:06:10,"1,064s",PASSED
"check(findTestObject(""Create Pop-up Alert Page/sent alerts checkbox""))",Chrome 123.0.0.0,,,22-04-2024 10:06:10,22-04-2024 10:06:10,"0,320s",PASSED
"verifyElementChecked(findTestObject(""Create Pop-up Alert Page/sent alerts checkbox""), 2)",Chrome 123.0.0.0,,,22-04-2024 10:06:10,22-04-2024 10:06:11,"0,495s",PASSED
"click(findTestObject(""Publishers/Enable btn""))",Chrome 123.0.0.0,"Enable Publisher back
",,22-04-2024 10:06:11,22-04-2024 10:06:11,"0,547s",PASSED
"verifyElementPresent(findTestObject(""Publishers/Enabled status""), 2)",Chrome 123.0.0.0,Verify if publisher now enabled,,22-04-2024 10:06:11,22-04-2024 10:06:12,"0,882s",PASSED
,,,,,,,
Test Cases/Publisher/Edit Publisher (TC-50),Chrome 123.0.0.0,,,22-04-2024 10:06:14,22-04-2024 10:06:30,"15,935s",PASSED
"click(findTestObject(""Survey/3dots Actions""))",Chrome 123.0.0.0,click on Actions menu for specified publisher,,22-04-2024 10:06:15,22-04-2024 10:06:15,"0,341s",PASSED
"click(findTestObject(""Publishers/Edit publisher""))",Chrome 123.0.0.0,Choose edit option in Actions menu,,22-04-2024 10:06:15,22-04-2024 10:06:16,"1,116s",PASSED
"setText(findTestObject(""Publishers/Publisher email input field""), ""katalon@mail.com"")",Chrome 123.0.0.0,Type email address,,22-04-2024 10:06:16,22-04-2024 10:06:17,"1,439s",PASSED
"click(findTestObject(""Publishers/Phone code drop-down""))",Chrome 123.0.0.0,Setup phone number,,22-04-2024 10:06:17,22-04-2024 10:06:18,"0,575s",PASSED
"scrollToElement(findTestObject(""Publishers/US country code""), 2)",Chrome 123.0.0.0,,,22-04-2024 10:06:18,22-04-2024 10:06:18,"0,428s",PASSED
"click(findTestObject(""Publishers/US country code""))",Chrome 123.0.0.0,,,22-04-2024 10:06:18,22-04-2024 10:06:19,"0,545s",PASSED
"click(findTestObject(""Publishers/Phone number input field""))",Chrome 123.0.0.0,,,22-04-2024 10:06:19,22-04-2024 10:06:19,"0,530s",PASSED
"setText(findTestObject(""Publishers/Phone number input field""), ""2233445566"")",Chrome 123.0.0.0,,,22-04-2024 10:06:19,22-04-2024 10:06:20,"0,631s",PASSED
"click(findTestObject(""Publishers/add btn""))",Chrome 123.0.0.0,Save changes,,22-04-2024 10:06:20,22-04-2024 10:06:20,"0,289s",PASSED
"sendKeys(findTestObject(""Pop-up Alerts page/Search by title field""), Keys.chord(CONTROL, ""a"", BACK_SPACE))",Chrome 123.0.0.0,,,22-04-2024 10:06:20,22-04-2024 10:06:22,"1,276s",PASSED
"setText(findTestObject(""Pop-up Alerts page/Search by title field""), ""KatalonAdmin"")",Chrome 123.0.0.0,,,22-04-2024 10:06:22,22-04-2024 10:06:23,"1,325s",PASSED
delay(5),Chrome 123.0.0.0,,,22-04-2024 10:06:23,22-04-2024 10:06:28,"5,010s",PASSED
"verifyElementText(findTestObject(""Publishers/filtered publisher""), ""KatalonAdmin"")",Chrome 123.0.0.0,,,22-04-2024 10:06:28,22-04-2024 10:06:28,"0,276s",PASSED
,,,,,,,
Test Cases/Publisher/Change Publisher Password (TC-51),Chrome 123.0.0.0,,,22-04-2024 10:06:30,22-04-2024 10:06:35,"4,767s",PASSED
"click(findTestObject(""Survey/3dots Actions""))",Chrome 123.0.0.0,Click on Actions menu in front of defined publisher,,22-04-2024 10:06:30,22-04-2024 10:06:31,"0,321s",PASSED
"click(findTestObject(""Publishers/Publisher change password""))",Chrome 123.0.0.0,Change password,,22-04-2024 10:06:31,22-04-2024 10:06:31,"0,575s",PASSED
