Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Wallpapers,Chrome 122.0.0.0,,,29-03-2024 11:47:03,29-03-2024 11:49:54,"2m - 51,386s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 122.0.0.0,,,29-03-2024 11:47:03,29-03-2024 11:47:15,"11,893s",PASSED
"openBrowser("""")",Chrome 122.0.0.0,,,29-03-2024 11:47:03,29-03-2024 11:47:05,"1,655s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo"")",Chrome 122.0.0.0,,,29-03-2024 11:47:05,29-03-2024 11:47:06,"0,851s",PASSED
waitForPageLoad(3),Chrome 122.0.0.0,,,29-03-2024 11:47:06,29-03-2024 11:47:06,"0,102s",PASSED
maximizeWindow(),Chrome 122.0.0.0,,,29-03-2024 11:47:06,29-03-2024 11:47:06,"0,155s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 122.0.0.0,,,29-03-2024 11:47:06,29-03-2024 11:47:07,"0,777s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 122.0.0.0,,,29-03-2024 11:47:07,29-03-2024 11:47:07,"0,277s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.2 (stage/11)"")",Chrome 122.0.0.0,,,29-03-2024 11:47:07,29-03-2024 11:47:07,"0,005s",NOT_RUN
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 122.0.0.0,,,29-03-2024 11:47:07,29-03-2024 11:47:08,"0,649s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 122.0.0.0,,,29-03-2024 11:47:08,29-03-2024 11:47:08,"0,355s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 122.0.0.0,,,29-03-2024 11:47:08,29-03-2024 11:47:08,"0,326s",PASSED
delay(4),Chrome 122.0.0.0,,,29-03-2024 11:47:08,29-03-2024 11:47:12,"4,022s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 122.0.0.0,,,29-03-2024 11:47:12,29-03-2024 11:47:13,"0,301s",PASSED
,,,,,,,
Test Cases/Wallpapers/Send Wallpaper JPG (TC-15),Chrome 122.0.0.0,send wallpaper using compose alert drop-down menu,,29-03-2024 11:47:15,29-03-2024 11:48:05,"50,601s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 122.0.0.0,,,29-03-2024 11:47:15,29-03-2024 11:47:15,"0,339s",PASSED
"click(findTestObject(""Dashboard Page/Wallpapers""))",Chrome 122.0.0.0,,,29-03-2024 11:47:15,29-03-2024 11:47:16,"0,610s",PASSED
