Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Publisher,Chrome 122.0.0.0,,,18-03-2024 10:23:24,18-03-2024 10:26:00,"2m - 36,213s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 122.0.0.0,,,18-03-2024 10:23:24,18-03-2024 10:23:39,"14,641s",PASSED
"openBrowser("""")",Chrome 122.0.0.0,,,18-03-2024 10:23:25,18-03-2024 10:23:28,"2,695s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 122.0.0.0,,,18-03-2024 10:23:28,18-03-2024 10:23:29,"1,179s",PASSED
waitForPageLoad(3),Chrome 122.0.0.0,,,18-03-2024 10:23:29,18-03-2024 10:23:29,"0,293s",PASSED
maximizeWindow(),Chrome 122.0.0.0,,,18-03-2024 10:23:29,18-03-2024 10:23:29,"0,242s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 122.0.0.0,,,18-03-2024 10:23:29,18-03-2024 10:23:30,"0,701s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 122.0.0.0,,,18-03-2024 10:23:30,18-03-2024 10:23:30,"0,369s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.2 (stage/11)"")",Chrome 122.0.0.0,,,18-03-2024 10:23:30,18-03-2024 10:23:31,"0,340s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 122.0.0.0,,,18-03-2024 10:23:31,18-03-2024 10:23:31,"0,762s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 122.0.0.0,,,18-03-2024 10:23:31,18-03-2024 10:23:32,"0,434s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 122.0.0.0,,,18-03-2024 10:23:32,18-03-2024 10:23:32,"0,400s",PASSED
delay(4),Chrome 122.0.0.0,,,18-03-2024 10:23:32,18-03-2024 10:23:36,"4,049s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 122.0.0.0,,,18-03-2024 10:23:36,18-03-2024 10:23:37,"0,324s",PASSED
,,,,,,,
Test Cases/Publisher/Create Publisher with Admin role (TC-49),Chrome 122.0.0.0,,,18-03-2024 10:23:39,18-03-2024 10:24:00,"21,496s",PASSED
"click(findTestObject(""Publishers/Publishers on the top-menu""))",Chrome 122.0.0.0,Open Publisher page on a dashboard,,18-03-2024 10:23:39,18-03-2024 10:23:39,"0,414s",PASSED
"click(findTestObject(""Publishers/Add Publisher btn""))",Chrome 122.0.0.0,Start Publisher creation process,,18-03-2024 10:23:39,18-03-2024 10:23:41,"1,442s",PASSED
"click(findTestObject(""Publishers/Publisher name input field""))",Chrome 122.0.0.0,,,18-03-2024 10:23:41,18-03-2024 10:23:41,"0,538s",PASSED
"setText(findTestObject(""Publishers/Publisher name input field""), ""KatalonAdmin"")",Chrome 122.0.0.0,Input Publisher name,,18-03-2024 10:23:41,18-03-2024 10:23:42,"0,817s",PASSED
