Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Surveys,Chrome 121.0.0.0,,,2024-02-22 11:20:56,2024-02-22 11:29:03,"8m - 7,365s",PASSED
,,,,,,,
Test Cases/Login Test Cases/Login with Valid Credentials,Chrome 121.0.0.0,,,2024-02-22 11:20:56,2024-02-22 11:21:08,"12,043s",PASSED
"openBrowser("""")",Chrome 121.0.0.0,,,2024-02-22 11:20:56,2024-02-22 11:20:58,"1,524s",PASSED
"navigateToUrl(""https://dadebug.commclouds.com/Demo/admin/auth"")",Chrome 121.0.0.0,,,2024-02-22 11:20:58,2024-02-22 11:20:59,"0,881s",PASSED
waitForPageLoad(3),Chrome 121.0.0.0,,,2024-02-22 11:20:59,2024-02-22 11:20:59,"0,083s",PASSED
maximizeWindow(),Chrome 121.0.0.0,,,2024-02-22 11:20:59,2024-02-22 11:20:59,"0,133s",PASSED
"verifyElementPresent(findTestObject(""Login Page/DAlogo""), 2)",Chrome 121.0.0.0,,,2024-02-22 11:20:59,2024-02-22 11:21:00,"0,783s",PASSED
"verifyElementPresent(findTestObject(""Login Page/Version number""), 2)",Chrome 121.0.0.0,,,2024-02-22 11:21:00,2024-02-22 11:21:00,"0,289s",PASSED
"verifyElementText(findTestObject(""Login Page/Version number""), ""Version: 11.4.0.1 (stage/11)"")",Chrome 121.0.0.0,,,2024-02-22 11:21:00,2024-02-22 11:21:00,"0,281s",PASSED
"setText(findTestObject(""Object Repository/Login Page/Login input field""), ""Zoya"")",Chrome 121.0.0.0,,,2024-02-22 11:21:00,2024-02-22 11:21:01,"0,605s",PASSED
"setEncryptedText(findTestObject(""Object Repository/Login Page/Password input field""), ""tzH6RvlfSTg="")",Chrome 121.0.0.0,,,2024-02-22 11:21:01,2024-02-22 11:21:01,"0,350s",PASSED
"click(findTestObject(""Object Repository/Login Page/button_Log in""))",Chrome 121.0.0.0,,,2024-02-22 11:21:01,2024-02-22 11:21:02,"0,328s",PASSED
delay(4),Chrome 121.0.0.0,,,2024-02-22 11:21:02,2024-02-22 11:21:06,"4,020s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Login Page/h1_Dashboard""), 4)",Chrome 121.0.0.0,,,2024-02-22 11:21:06,2024-02-22 11:21:06,"0,298s",PASSED
,,,,,,,
Test Cases/Surveys-Quizz-Poll/Send Survey with one question and single choice(TC-25),Chrome 121.0.0.0,,,2024-02-22 11:21:08,2024-02-22 11:21:58,"49,950s",PASSED
"click(findTestObject(""Dashboard Page/Compose alert button expansion""))",Chrome 121.0.0.0,,,2024-02-22 11:21:08,2024-02-22 11:21:08,"0,345s",PASSED
"click(findTestObject(""Dashboard Page/Survey-Quizz-Poll""))",Chrome 121.0.0.0,,,2024-02-22 11:21:08,2024-02-22 11:21:09,"0,565s",PASSED
"check(findTestObject(""Survey/Classic survey radio button""))",Chrome 121.0.0.0,,,2024-02-22 11:21:09,2024-02-22 11:21:12,"2,661s",PASSED
